org_name,ein,year,officer_comp,executive_director,title,source_url,notes
Roxborough Development Corporation,232705347,2022,163242,,,,
Roxborough Development Corporation,232705347,2023,169964,,,,
Sports Complex Special Services District,232822048,2011,,,,,
Sports Complex Special Services District,232822048,2012,,,,,
Sports Complex Special Services District,232822048,2013,,,,,
Sports Complex Special Services District,232822048,2014,,,,,
Sports Complex Special Services District,232822048,2015,,,,,
Sports Complex Special Services District,232822048,2019,,,,,
Sports Complex Special Services District,232822048,2020,,,,,
Sports Complex Special Services District,232822048,2021,,,,,
Sports Complex Special Services District,232822048,2022,,,,,
Sports Complex Special Services District,232822048,2023,,,,,
University City District,232913784,2011,178250,,,,
University City District,232913784,2012,214471,,,,
University City District,232913784,2013,244075,,,,
University City District,232913784,2014,234012,,,,
University City District,232913784,2015,243047,,,,
University City District,232913784,2016,256990,,,,
University City District,232913784,2017,291291,,,,
University City District,232913784,2018,301276,,,,
University City District,232913784,2019,328118,,,,
University City District,232913784,2020,306580,,,,
University City District,232913784,2021,322659,,,,
University City District,232913784,2022,370097,,,,
University City District,232913784,2023,387057,,,,
