org_name,ein,year,pdf_url
Frankford CDC,232738932,2005,https://projects.propublica.org/nonprofits/download-filing?path=2008_02_EO%2F23-2738932_990R_200512.pdf
Frankford CDC,232738932,2004,https://projects.propublica.org/nonprofits/download-filing?path=2006_01_EO%2F23-2738932_990_200412.pdf
Frankford CDC,232738932,2003,https://projects.propublica.org/nonprofits/download-filing?path=2004_10_EO%2F23-2738932_990_200312.pdf
Frankford CDC,232738932,2002,https://projects.propublica.org/nonprofits/download-filing?path=2003_06_EO%2F23-2738932_990_200212.pdf
Frankford CDC,232738932,2001,https://projects.propublica.org/nonprofits/download-filing?path=2002_08_EO%2F23-2738932_990_200112.pdf
Germantown United CDC,453739378,2022,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_12_2023_prefixes_43-45%2F453739378_202212_990_2023120522069551.pdf
Germantown United CDC,453739378,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F453739378_202112_990_2023031021070755.pdf
Germantown United CDC,453739378,2019,https://projects.propublica.org/nonprofits/download-filing?path=02_2021_prefixes_45-46%2F453739378_201912_990_2021022417753771.pdf
Germantown United CDC,453739378,2018,https://projects.propublica.org/nonprofits/download-filing?path=06_2020_prefixes_42-46%2F453739378_201812_990_2020060917181782.pdf
Germantown United CDC,453739378,2017,https://projects.propublica.org/nonprofits/download-filing?path=10_2018_prefixes_45-46%2F453739378_201712_990_2018102515834374.pdf
Germantown United CDC,453739378,2016,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F453739378_201612_990_2017102514882453.pdf
Germantown United CDC,453739378,2015,https://projects.propublica.org/nonprofits/download-filing?path=2016_11_EO%2F45-3739378_990_201512.pdf
Habitat for Humanity Philadelphia,421580163,2024,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F421580163_202406_990_2025050123418852.pdf
Habitat for Humanity Philadelphia,421580163,2023,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F421580163_202306_990_2024042322373631.pdf
Habitat for Humanity Philadelphia,421580163,2022,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F421580163_202206_990_2023060521372277.pdf
Habitat for Humanity Philadelphia,421580163,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F421580163_202106_990_2022052420129097.pdf
Habitat for Humanity Philadelphia,421580163,2020,https://projects.propublica.org/nonprofits/download-filing?path=04_2021_prefixes_41-43%2F421580163_202006_990_2021041517951046.pdf
Habitat for Humanity Philadelphia,421580163,2019,https://projects.propublica.org/nonprofits/download-filing?path=01_2021_prefixes_41-45%2F421580163_201906_990_2021012117613147.pdf
Habitat for Humanity Philadelphia,421580163,2018,https://projects.propublica.org/nonprofits/download-filing?path=05_2019_prefixes_42-45%2F421580163_201806_990_2019050216260904.pdf
Habitat for Humanity Philadelphia,421580163,2017,https://projects.propublica.org/nonprofits/download-filing?path=10_2018_prefixes_39-42%2F421580163_201706_990_2018100115747121.pdf
Habitat for Humanity Philadelphia,421580163,2016,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F421580163_201606_990_2017073114593597.pdf
Habitat for Humanity Philadelphia,421580163,2015,https://projects.propublica.org/nonprofits/download-filing?path=2016_03_EO%2F42-1580163_990_201506.pdf
Habitat for Humanity Philadelphia,421580163,2014,https://projects.propublica.org/nonprofits/download-filing?path=2015_02_EO%2F42-1580163_990_201406.pdf
Habitat for Humanity Philadelphia,421580163,2013,https://projects.propublica.org/nonprofits/download-filing?path=2014_03_EO%2F42-1580163_990_201306.pdf
Habitat for Humanity Philadelphia,421580163,2012,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F42-1580163_990_201206.pdf
Habitat for Humanity Philadelphia,421580163,2011,https://projects.propublica.org/nonprofits/download-filing?path=2011_12_EO%2F42-1580163_990_201106.pdf
Habitat for Humanity Philadelphia,421580163,2010,https://projects.propublica.org/nonprofits/download-filing?path=2011_03_EO%2F42-1580163_990_201006.pdf
Habitat for Humanity Philadelphia,421580163,2009,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F42-1580163_990_200906.pdf
Habitat for Humanity Philadelphia,421580163,2008,https://projects.propublica.org/nonprofits/download-filing?path=2009_03_EO%2F42-1580163_990_200806.pdf
Habitat for Humanity Philadelphia,421580163,2007,https://projects.propublica.org/nonprofits/download-filing?path=2008_02_EO%2F42-1580163_990_200706.pdf
Habitat for Humanity Philadelphia,421580163,2006,https://projects.propublica.org/nonprofits/download-filing?path=2007_03_EO%2F42-1580163_990_200606.pdf
Habitat for Humanity Philadelphia,421580163,2005,https://projects.propublica.org/nonprofits/download-filing?path=2006_01_EO%2F42-1580163_990_200506.pdf
Habitat for Humanity Philadelphia,421580163,2004,https://projects.propublica.org/nonprofits/download-filing?path=2004_12_EO%2F42-1580163_990_200406.pdf
Habitat for Humanity Philadelphia,421580163,2003,https://projects.propublica.org/nonprofits/download-filing?path=2004_04_EO%2F42-1580163_990_200306.pdf
HMC Squared Community Association,473084174,2012,https://projects.propublica.org/nonprofits/download-filing?path=2016_01_EO%2F13-086850_19151_473084174.pdf
HopePHL,232017882,2022,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F232017882_202206_990_2023061221436355.pdf
HopePHL,232017882,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_22-27%2F232017882_202106_990_2022071820229859.pdf
HopePHL,232017882,2019,https://projects.propublica.org/nonprofits/download-filing?path=01_2021_prefixes_22-23%2F232017882_201906_990_2021012117619308.pdf
HopePHL,232017882,2018,https://projects.propublica.org/nonprofits/download-filing?path=11_2019_prefixes_22-23%2F232017882_201806_990_2019110416813147.pdf
HopePHL,232017882,2016,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F232017882_201606_990_2017100414802124.pdf
HopePHL,232017882,2015,https://projects.propublica.org/nonprofits/download-filing?path=2016_08_EO%2F23-2017882_990_201506.pdf
HopePHL,232017882,2014,https://projects.propublica.org/nonprofits/download-filing?path=2016_02_EO%2F23-2017882_990_201406.pdf
HopePHL,232017882,2013,https://projects.propublica.org/nonprofits/download-filing?path=2014_07_EO%2F23-2017882_990_201306.pdf
HopePHL,232017882,2012,https://projects.propublica.org/nonprofits/download-filing?path=2013_08_EO%2F23-2017882_990_201206.pdf
HopePHL,232017882,2011,https://projects.propublica.org/nonprofits/download-filing?path=2012_06_EO%2F23-2017882_990_201106.pdf
HopePHL,232017882,2010,https://projects.propublica.org/nonprofits/download-filing?path=2013_06_EO%2F23-2017882_990_201006.pdf
HopePHL,232017882,2009,https://projects.propublica.org/nonprofits/download-filing?path=2010_08_EO%2F23-2017882_990_200906.pdf
HopePHL,232017882,2008,https://projects.propublica.org/nonprofits/download-filing?path=2008_12_EO%2F23-2017882_990_200806.pdf
HopePHL,232017882,2007,https://projects.propublica.org/nonprofits/download-filing?path=2007_12_EO%2F23-2017882_990_200706.pdf
HopePHL,232017882,2006,https://projects.propublica.org/nonprofits/download-filing?path=2006_12_EO%2F23-2017882_990_200606.pdf
HopePHL,232017882,2005,https://projects.propublica.org/nonprofits/download-filing?path=2006_03_EO%2F23-2017882_990_200506.pdf
HopePHL,232017882,2004,https://projects.propublica.org/nonprofits/download-filing?path=2005_03_EO%2F23-2017882_990_200406.pdf
HopePHL,232017882,2003,https://projects.propublica.org/nonprofits/download-filing?path=2004_03_EO%2F23-2017882_990_200306.pdf
HopePHL,232017882,2002,https://projects.propublica.org/nonprofits/download-filing?path=2002_12_EO%2F23-2017882_990_200206.pdf
HumanGood East,232828862,2024,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F232828862_202412_990_2026021923937112.pdf
HumanGood East,232828862,2023,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F232828862_202312_990_2025021423097071.pdf
HumanGood East,232828862,2022,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_01_2024_prefixes_22-23%2F232828862_202212_990_2024010322165535.pdf
HumanGood East,232828862,2020,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F232828862_202012_990_2022010719415794.pdf
HumanGood East,232828862,2019,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_22-26%2F232828862_201912_990_2022030319688210.pdf
HumanGood East,232828862,2018,https://projects.propublica.org/nonprofits/download-filing?path=02_2020_prefixes_22-23%2F232828862_201812_990_2020021117134489.pdf
HumanGood East,232828862,2017,https://projects.propublica.org/nonprofits/download-filing?path=12_2018_prefixes_22-23%2F232828862_201712_990_2018120615978935.pdf
HumanGood East,232828862,2016,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F232828862_201612_990_2017112914988996.pdf
HumanGood East,232828862,2015,https://projects.propublica.org/nonprofits/download-filing?path=01_2017_prefixes_23-23%2F232828862_201512_990_2017011914091493.pdf
HumanGood East,232828862,2014,https://projects.propublica.org/nonprofits/download-filing?path=2016_01_EO%2F13-084806_19444_232828862.pdf
HumanGood East,232828862,2013,https://projects.propublica.org/nonprofits/download-filing?path=2016_01_EO%2F13-087089_19444_232828862.pdf
Impact Services Corporation,232087348,2022,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F232087348_202206_990_2023061221437144.pdf
Impact Services Corporation,232087348,2019,https://projects.propublica.org/nonprofits/download-filing?path=01_2021_prefixes_22-23%2F232087348_201906_990_2021012817671258.pdf
Impact Services Corporation,232087348,2018,https://projects.propublica.org/nonprofits/download-filing?path=08_2019_prefixes_22-23%2F232087348_201806_990_2019081616574961.pdf
Impact Services Corporation,232087348,2017,https://projects.propublica.org/nonprofits/download-filing?path=09_2018_prefixes_22-23%2F232087348_201706_990_2018091215680442.pdf
Impact Services Corporation,232087348,2016,https://projects.propublica.org/nonprofits/download-filing?path=10_2018_prefixes_22-23%2F232087348_201606_990_2018103015848968.pdf
Impact Services Corporation,232087348,2014,https://projects.propublica.org/nonprofits/download-filing?path=2015_01_EO%2F23-2087348_990_201406.pdf
Impact Services Corporation,232087348,2013,https://projects.propublica.org/nonprofits/download-filing?path=2013_12_EO%2F23-2087348_990_201306.pdf
Impact Services Corporation,232087348,2012,https://projects.propublica.org/nonprofits/download-filing?path=2013_03_EO%2F23-2087348_990_201206.pdf
Impact Services Corporation,232087348,2011,https://projects.propublica.org/nonprofits/download-filing?path=2011_12_EO%2F23-2087348_990_201106.pdf
Impact Services Corporation,232087348,2010,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F23-2087348_990_201006.pdf
Impact Services Corporation,232087348,2009,https://projects.propublica.org/nonprofits/download-filing?path=2009_12_EO%2F23-2087348_990_200906.pdf
Impact Services Corporation,232087348,2008,https://projects.propublica.org/nonprofits/download-filing?path=2008_12_EO%2F23-2087348_990_200806.pdf
Impact Services Corporation,232087348,2007,https://projects.propublica.org/nonprofits/download-filing?path=2008_01_EO%2F23-2087348_990_200706.pdf
Impact Services Corporation,232087348,2006,https://projects.propublica.org/nonprofits/download-filing?path=2006_12_EO%2F23-2087348_990_200606.pdf
Impact Services Corporation,232087348,2005,https://projects.propublica.org/nonprofits/download-filing?path=2005_12_EO%2F23-2087348_990_200506.pdf
Impact Services Corporation,232087348,2004,https://projects.propublica.org/nonprofits/download-filing?path=2004_12_EO%2F23-2087348_990_200406.pdf
Impact Services Corporation,232087348,2003,https://projects.propublica.org/nonprofits/download-filing?path=2003_12_EO%2F23-2087348_990_200306.pdf
Impact Services Corporation,232087348,2002,https://projects.propublica.org/nonprofits/download-filing?path=2002_12_EO%2F23-2087348_990_200206.pdf
Inglis Housing Corporation,232326550,2024,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F232326550_202406_990_2025052223445251.pdf
Inglis Housing Corporation,232326550,2022,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F232326550_202206_990_2023061221441369.pdf
Inglis Housing Corporation,232326550,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_22-27%2F232326550_202106_990_2022071920233270.pdf
Inglis Housing Corporation,232326550,2020,https://projects.propublica.org/nonprofits/download-filing?path=04_2021_prefixes_22-23%2F232326550_202006_990_2021041217925436.pdf
Inglis Housing Corporation,232326550,2019,https://projects.propublica.org/nonprofits/download-filing?path=02_2020_prefixes_22-23%2F232326550_201912_990_2020021317141497.pdf
Inglis Housing Corporation,232326550,2018,https://projects.propublica.org/nonprofits/download-filing?path=12_2018_prefixes_22-23%2F232326550_201806_990_2018121716010669.pdf
Inglis Housing Corporation,232326550,2017,https://projects.propublica.org/nonprofits/download-filing?path=01_2018_prefixes_23-23%2F232326550_201706_990_2018010415081477.pdf
Inglis Housing Corporation,232326550,2016,https://projects.propublica.org/nonprofits/download-filing?path=2017_03_EO%2F23-2326550_990_201606.pdf
Inglis Housing Corporation,232326550,2015,https://projects.propublica.org/nonprofits/download-filing?path=2016_02_EO%2F23-2326550_990_201506.pdf
Inglis Housing Corporation,232326550,2014,https://projects.propublica.org/nonprofits/download-filing?path=2014_12_EO%2F23-2326550_990_201406.pdf
Inglis Housing Corporation,232326550,2013,https://projects.propublica.org/nonprofits/download-filing?path=2013_12_EO%2F23-2326550_990_201306.pdf
Inglis Housing Corporation,232326550,2012,https://projects.propublica.org/nonprofits/download-filing?path=2013_03_EO%2F23-2326550_990_201206.pdf
Inglis Housing Corporation,232326550,2011,https://projects.propublica.org/nonprofits/download-filing?path=2012_03_EO%2F23-2326550_990_201106.pdf
Inglis Housing Corporation,232326550,2010,https://projects.propublica.org/nonprofits/download-filing?path=2011_03_EO%2F23-2326550_990_201006.pdf
Inglis Housing Corporation,232326550,2009,https://projects.propublica.org/nonprofits/download-filing?path=2010_02_EO%2F23-2326550_990_200906.pdf
Inglis Housing Corporation,232326550,2008,https://projects.propublica.org/nonprofits/download-filing?path=2009_04_EO%2F23-2326550_990_200806.pdf
Inglis Housing Corporation,232326550,2007,https://projects.propublica.org/nonprofits/download-filing?path=2008_10_EO%2F23-2326550_990_200706.pdf
Inglis Housing Corporation,232326550,2006,https://projects.propublica.org/nonprofits/download-filing?path=2008_02_EO%2F23-2326550_990_200606.pdf
Inglis Housing Corporation,232326550,2005,https://projects.propublica.org/nonprofits/download-filing?path=2006_06_EO%2F23-2326550_990_200506.pdf
Inglis Housing Corporation,232326550,2004,https://projects.propublica.org/nonprofits/download-filing?path=2005_06_EO%2F23-2326550_990_200406.pdf
Inglis Housing Corporation,232326550,2003,https://projects.propublica.org/nonprofits/download-filing?path=2004_02_EO%2F23-2326550_990_200306.pdf
Inglis Housing Corporation,232326550,2002,https://projects.propublica.org/nonprofits/download-filing?path=2002_11_EO%2F23-2326550_990_200206.pdf
Korean Community Development Services Center,232303766,2022,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_01_2024_prefixes_22-23%2F232303766_202212_990_2024010322166367.pdf
Korean Community Development Services Center,232303766,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2023_prefixes_20-25%2F232303766_202112_990_2023031521114875.pdf
Korean Community Development Services Center,232303766,2020,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F232303766_202012_990_2022102520556466.pdf
Korean Community Development Services Center,232303766,2019,https://projects.propublica.org/nonprofits/download-filing?path=03_2021_prefixes_21-23%2F232303766_201912_990_2021030117771491.pdf
Korean Community Development Services Center,232303766,2018,https://projects.propublica.org/nonprofits/download-filing?path=09_2019_prefixes_22-23%2F232303766_201812_990_2019092016674981.pdf
Korean Community Development Services Center,232303766,2017,https://projects.propublica.org/nonprofits/download-filing?path=10_2018_prefixes_22-23%2F232303766_201712_990_2018103015847853.pdf
Korean Community Development Services Center,232303766,2016,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F232303766_201612_990_2017101614842438.pdf
Korean Community Development Services Center,232303766,2015,https://projects.propublica.org/nonprofits/download-filing?path=2016_10_EO%2F23-2303766_990_201512.pdf
Korean Community Development Services Center,232303766,2014,https://projects.propublica.org/nonprofits/download-filing?path=2015_07_EO%2F23-2303766_990_201412.pdf
Korean Community Development Services Center,232303766,2013,https://projects.propublica.org/nonprofits/download-filing?path=2014_10_EO%2F23-2303766_990_201312.pdf
Korean Community Development Services Center,232303766,2012,https://projects.propublica.org/nonprofits/download-filing?path=2013_09_EO%2F23-2303766_990_201212.pdf
Korean Community Development Services Center,232303766,2011,https://projects.propublica.org/nonprofits/download-filing?path=2012_10_EO%2F23-2303766_990_201112.pdf
Korean Community Development Services Center,232303766,2010,https://projects.propublica.org/nonprofits/download-filing?path=2011_11_EO%2F23-2303766_990_201012.pdf
Korean Community Development Services Center,232303766,2009,https://projects.propublica.org/nonprofits/download-filing?path=2010_09_EO%2F23-2303766_990_200912.pdf
Korean Community Development Services Center,232303766,2008,https://projects.propublica.org/nonprofits/download-filing?path=2009_07_EO%2F23-2303766_990_200812.pdf
Korean Community Development Services Center,232303766,2007,https://projects.propublica.org/nonprofits/download-filing?path=2008_09_EO%2F23-2303766_990_200712.pdf
Korean Community Development Services Center,232303766,2006,https://projects.propublica.org/nonprofits/download-filing?path=2007_12_EO%2F23-2303766_990_200612.pdf
Korean Community Development Services Center,232303766,2005,https://projects.propublica.org/nonprofits/download-filing?path=2006_09_EO%2F23-2303766_990_200512.pdf
Korean Community Development Services Center,232303766,2004,https://projects.propublica.org/nonprofits/download-filing?path=2005_10_EO%2F23-2303766_990_200412.pdf
Korean Community Development Services Center,232303766,2003,https://projects.propublica.org/nonprofits/download-filing?path=2004_10_EO%2F23-2303766_990_200312.pdf
Lancaster Avenue 21st Century Business Association CDC (LA21),900502551,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F900502551_202112_990_2023031021079881.pdf
Lancaster Avenue 21st Century Business Association CDC (LA21),900502551,2020,https://projects.propublica.org/nonprofits/download-filing?path=05_2021_prefixes_90-92%2F900502551_202012_990_2021052118166666.pdf
Lancaster Avenue 21st Century Business Association CDC (LA21),900502551,2019,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_01_2022_prefixes_83-95%2F900502551_201912_990_2022011819479724.pdf
Mission First Housing Group,455470563,2022,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_06_2023_prefixes_41-46%2F455470563_202206_990_2023060721401720.pdf
Mission First Housing Group,455470563,2020,https://projects.propublica.org/nonprofits/download-filing?path=05_2021_prefixes_45-46%2F455470563_202006_990_2021051118084407.pdf
Mission First Housing Group,455470563,2019,https://projects.propublica.org/nonprofits/download-filing?path=11_2020_prefixes_37-45%2F455470563_201906_990_2020111317421255.pdf
Mission First Housing Group,455470563,2018,https://projects.propublica.org/nonprofits/download-filing?path=11_2019_prefixes_43-46%2F455470563_201806_990_2019110416815373.pdf
Mission First Housing Group,455470563,2017,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F455470563_201706_990_2018080215557763.pdf
Mission First Housing Group,455470563,2016,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F455470563_201606_990_2017100614810560.pdf
Mission First Housing Group,455470563,2015,https://projects.propublica.org/nonprofits/download-filing?path=2016_08_EO%2F45-5470563_990_201506.pdf
Mission First Housing Group,455470563,2014,https://projects.propublica.org/nonprofits/download-filing?path=2015_09_EO%2F45-5470563_990EZ_201406.pdf
Mt. Airy CDC,222526396,2024,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F222526396_202406_990_2025042523387474.pdf
Mt. Airy CDC,222526396,2023,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2024_prefixes_20-27%2F222526396_202306_990_2024031222316289.pdf
Mt. Airy CDC,222526396,2022,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F222526396_202206_990_2023060121340701.pdf
Mt. Airy CDC,222526396,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_13-22%2F222526396_202106_990_2022031619761269.pdf
Mt. Airy CDC,222526396,2020,https://projects.propublica.org/nonprofits/download-filing?path=04_2021_prefixes_22-22%2F222526396_202006_990_2021041317938654.pdf
Mt. Airy CDC,222526396,2019,https://projects.propublica.org/nonprofits/download-filing?path=01_2021_prefixes_20-22%2F222526396_201906_990_2021012117611114.pdf
Mt. Airy CDC,222526396,2018,https://projects.propublica.org/nonprofits/download-filing?path=07_2019_prefixes_20-23%2F222526396_201806_990_2019070516465589.pdf
Mt. Airy CDC,222526396,2017,https://projects.propublica.org/nonprofits/download-filing?path=09_2018_prefixes_20-22%2F222526396_201706_990_2018090615661591.pdf
Mt. Airy CDC,222526396,2016,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F222526396_201606_990_2017090114698990.pdf
Mt. Airy CDC,222526396,2015,https://projects.propublica.org/nonprofits/download-filing?path=2016_08_EO%2F22-2526396_990_201506.pdf
Mt. Airy CDC,222526396,2014,https://projects.propublica.org/nonprofits/download-filing?path=2015_09_EO%2F22-2526396_990_201406.pdf
Mt. Airy CDC,222526396,2013,https://projects.propublica.org/nonprofits/download-filing?path=2014_06_EO%2F22-2526396_990_201306.pdf
Mt. Airy CDC,222526396,2012,https://projects.propublica.org/nonprofits/download-filing?path=2013_05_EO%2F22-2526396_990_201206.pdf
Mt. Airy CDC,222526396,2011,https://projects.propublica.org/nonprofits/download-filing?path=2012_09_EO%2F22-2526396_990_201106.pdf
Mt. Airy CDC,222526396,2010,https://projects.propublica.org/nonprofits/download-filing?path=2011_12_EO%2F22-2526396_990_201012.pdf
Mt. Airy CDC,222526396,2009,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F22-2526396_990_200912.pdf
Mt. Airy CDC,222526396,2008,https://projects.propublica.org/nonprofits/download-filing?path=2009_12_EO%2F22-2526396_990_200812.pdf
Mt. Airy CDC,222526396,2007,https://projects.propublica.org/nonprofits/download-filing?path=2008_12_EO%2F22-2526396_990_200712.pdf
Mt. Airy CDC,222526396,2006,https://projects.propublica.org/nonprofits/download-filing?path=2007_09_EO%2F22-2526396_990_200612.pdf
Mt. Airy CDC,222526396,2005,https://projects.propublica.org/nonprofits/download-filing?path=2006_08_EO%2F22-2526396_990_200512.pdf
Mt. Airy CDC,222526396,2004,https://projects.propublica.org/nonprofits/download-filing?path=2005_10_EO%2F22-2526396_990_200412.pdf
Mt. Airy CDC,222526396,2003,https://projects.propublica.org/nonprofits/download-filing?path=2004_11_EO%2F22-2526396_990_200312.pdf
Mt. Airy CDC,222526396,2002,https://projects.propublica.org/nonprofits/download-filing?path=2003_08_EO%2F22-2526396_990_200212.pdf
Mt. Airy CDC,222526396,2001,https://projects.propublica.org/nonprofits/download-filing?path=2002_12_EO%2F22-2526396_990_200112.pdf
Mt. Airy CDC,222526396,2000,https://projects.propublica.org/nonprofits/download-filing?path=2002_01_EO%2F22-2526396_990_200012.pdf
Mt. Vernon Manor CDC,256084074,2023,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F256084074_202310_990_2024121122944603.pdf
Mt. Vernon Manor CDC,256084074,2022,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F256084074_202210_990_2023111621944418.pdf
Mt. Vernon Manor CDC,256084074,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F256084074_202110_990_2023020320901219.pdf
Mt. Vernon Manor CDC,256084074,2020,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F256084074_202010_990EZ_2022080320270088.pdf
Mt. Vernon Manor CDC,256084074,2019,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_09_2021_prefixes_20-26%2F256084074_201910_990EZ_2021090918836050.pdf
Mt. Vernon Manor CDC,256084074,2018,https://projects.propublica.org/nonprofits/download-filing?path=10_2019_prefixes_23-26%2F256084074_201810_990EZ_2019102916792075.pdf
Mt. Vernon Manor CDC,256084074,2017,https://projects.propublica.org/nonprofits/download-filing?path=10_2018_prefixes_23-26%2F256084074_201710_990EZ_2018103015847261.pdf
Mt. Vernon Manor CDC,256084074,2016,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F256084074_201610_990EZ_2017100314794874.pdf
Mt. Vernon Manor CDC,256084074,2015,https://projects.propublica.org/nonprofits/download-filing?path=2016_10_EO%2F25-6084074_990EZ_201510.pdf
Mt. Vernon Manor CDC,256084074,2013,https://projects.propublica.org/nonprofits/download-filing?path=2014_07_EO%2F25-6084074_990EZ_201310.pdf
Mt. Vernon Manor CDC,256084074,2012,https://projects.propublica.org/nonprofits/download-filing?path=2014_01_EO%2F25-6084074_990EZ_201210.pdf
Mt. Vernon Manor CDC,256084074,2011,https://projects.propublica.org/nonprofits/download-filing?path=2013_12_EO%2F25-6084074_990EZ_201110.pdf
Mt. Vernon Manor CDC,256084074,2010,https://projects.propublica.org/nonprofits/download-filing?path=2011_03_EO%2F25-6084074_990EZ_201010.pdf
Mt. Vernon Manor CDC,256084074,2009,https://projects.propublica.org/nonprofits/download-filing?path=2010_04_EO%2F25-6084074_990EZ_200910.pdf
Mt. Vernon Manor CDC,256084074,2008,https://projects.propublica.org/nonprofits/download-filing?path=2009_03_EO%2F25-6084074_990EZ_200810.pdf
Mt. Vernon Manor CDC,256084074,2007,https://projects.propublica.org/nonprofits/download-filing?path=2009_02_EO%2F25-6084074_990ER_200710.pdf
New Kensington CDC,222610536,2024,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F222610536_202406_990_2025052323455742.pdf
New Kensington CDC,222610536,2023,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F222610536_202306_990_2024062122567017.pdf
New Kensington CDC,222610536,2022,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F222610536_202206_990_2023060921423833.pdf
New Kensington CDC,222610536,2020,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_14-23%2F222610536_202006_990_2022042519967154.pdf
New Kensington CDC,222610536,2019,https://projects.propublica.org/nonprofits/download-filing?path=04_2021_prefixes_22-22%2F222610536_201906_990_2021041917961547.pdf
New Kensington CDC,222610536,2018,https://projects.propublica.org/nonprofits/download-filing?path=05_2019_prefixes_20-23%2F222610536_201806_990_2019050616270411.pdf
New Kensington CDC,222610536,2017,https://projects.propublica.org/nonprofits/download-filing?path=05_2018_prefixes_20-23%2F222610536_201706_990_2018051715315258.pdf
New Kensington CDC,222610536,2016,https://projects.propublica.org/nonprofits/download-filing?path=2017_03_EO%2F22-2610536_990_201606.pdf
New Kensington CDC,222610536,2015,https://projects.propublica.org/nonprofits/download-filing?path=2016_03_EO%2F22-2610536_990_201506.pdf
New Kensington CDC,222610536,2014,https://projects.propublica.org/nonprofits/download-filing?path=2014_12_EO%2F22-2610536_990_201406.pdf
New Kensington CDC,222610536,2013,https://projects.propublica.org/nonprofits/download-filing?path=2014_02_EO%2F22-2610536_990_201306.pdf
New Kensington CDC,222610536,2012,https://projects.propublica.org/nonprofits/download-filing?path=2013_01_EO%2F22-2610536_990_201206.pdf
New Kensington CDC,222610536,2011,https://projects.propublica.org/nonprofits/download-filing?path=2012_02_EO%2F22-2610536_990_201106.pdf
New Kensington CDC,222610536,2010,https://projects.propublica.org/nonprofits/download-filing?path=2011_01_EO%2F22-2610536_990_201006.pdf
New Kensington CDC,222610536,2009,https://projects.propublica.org/nonprofits/download-filing?path=2010_01_EO%2F22-2610536_990_200906.pdf
New Kensington CDC,222610536,2008,https://projects.propublica.org/nonprofits/download-filing?path=2009_01_EO%2F22-2610536_990_200806.pdf
New Kensington CDC,222610536,2007,https://projects.propublica.org/nonprofits/download-filing?path=2008_02_EO%2F22-2610536_990_200706.pdf
New Kensington CDC,222610536,2006,https://projects.propublica.org/nonprofits/download-filing?path=2007_01_EO%2F22-2610536_990_200606.pdf
New Kensington CDC,222610536,2005,https://projects.propublica.org/nonprofits/download-filing?path=2005_12_EO%2F22-2610536_990_200506.pdf
New Kensington CDC,222610536,2004,https://projects.propublica.org/nonprofits/download-filing?path=2004_11_EO%2F22-2610536_990_200406.pdf
New Kensington CDC,222610536,2003,https://projects.propublica.org/nonprofits/download-filing?path=2003_11_EO%2F22-2610536_990_200306.pdf
