org_name,ein,title,source,url,date
Habitat for Humanity Philadelphia,421580163,Habitat for Humanity hosts demolition day - 6abc Philadelphia,6abc Philadelphia,https://news.google.com/rss/articles/CBMieEFVX3lxTE5KTEU4YWlnNk1UcHozRFZPaTdxcUNtSlZaMnRBZDVTSF9lUENqU2h6UE44czh6aDNGQ19ROFh0YXdVX3dhSkdrMW1RbGwyYWNLTkx0NENOOXVjNGdmbWl4UEwzTXhGMlVsc2pMRlBOMjU1d2hReEVlcNIBfkFVX3lxTE5KRDFaWmhoQldCQlZtM1FaUnlyNzZVdk9VTTVfeXBTTG5Jc1JIZ2pYLUdJUFlOWE9ocUdsLTh0WC1SWWM5TkFDVkRmUHU2N0Zfb0Z2R0R4dUJNRU14cUxUWjFEZWpHM0RvMnFoYTFiUWh0RzY2Mi1pM3Y5bG5EUQ?oc=5,2026-05-28
Habitat for Humanity Philadelphia,421580163,Community Health Profile: Influence of the Home Preservation Initiative on Health of Mantua Residents - Drexel,Drexel,https://news.google.com/rss/articles/CBMickFVX3lxTFBTT285Yk1VN1E5emI3bVM5ZUl5MUlOWEhPQ1FsaUNsQUY1MUhkQ2pXU0wzZmRZQW9FcnBHUFc0MWJLWFNHM0RZc1Q4QzBlRDg3NjhiR2R2aldVUUwxdTZ5TjFRM2JyZWYzUG9GMF9NTEVaZw?oc=5,2026-04-29
Habitat for Humanity Philadelphia,421580163,Villanova Students Help Launch Pope Leo Village in North Philadelphia - CatholicPhilly,CatholicPhilly,https://news.google.com/rss/articles/CBMixwFBVV95cUxNejNHTThqcUdzRDJ2SkE3T1JCaEphcjJtRGZOX2lLdXlPMFFXMWdnN0FmVE1XV2Z1Y042NC0wbTNNM0VMZjRud29xX1NfMERDa2h6cXBFNkQtVHhFY3o3RG1vNUxYajd4TlJwUlNaRG9MWlNadEJ1U3ljSTBtM0E1eXZwcW5YbXhQWjJSWlh0LUtqRkc1aExBMEFzVnQ4bEJEX2lMaEpWMkxqTWxnWUVKaFFZUzZPZm1QclZWNGtvOHdwa0cwV1lF?oc=5,2026-04-29
Habitat for Humanity Philadelphia,421580163,"Villanova University, Habitat for Humanity volunteers launch Pope Leo Village housing initiative in North Philadelphia - Inquirer.com",Inquirer.com,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQZFBZS0VrZzIwNUFDR1JMblFZckhjTzF4cHUzMk5iMVhvcGljTmJSQmV4LWhXSFljYzQ4b2h0b3FOLWpCTlJnZW9Tc3NEd2FSSktCeFlJWnFoVW9FbTBWcHRvaFhQcmtHdDBTT3IxSkJzbkhlWkNwajU4SjI4em44ZS02dWhoMWRPUEQwRy1iZ3ZBbDE3aHFfM1NQTjh4c281cl95eGxlQmZqbnczSHFXY1RvSkFRa3ByTG03bmFUTVhKUQ?oc=5,2026-04-18
Habitat for Humanity Philadelphia,421580163,Pope Leo XIV inspires Habitat for Humanity initiative bringing 26 homes to North Philadelphia - WHYY,WHYY,https://news.google.com/rss/articles/CBMikgFBVV95cUxQTElMX01pWE5VekFaRDNCMG85UEQ0M3VBUVFfd1paTlVFMW1ZanN2TVZvR2RRTFpPOXo4cnEwV3ZHNHFCQ1VXTV93UEQ0b2dzTWxuVElyQWRvV3h4ZGlqbWNGTlN2c1RzbGMzUnhuZl90bTVNTzhQbk5UM3o1Q1VnOU9wc3c4WDNaR3BmWUhDalNaZw?oc=5,2026-04-17
Habitat for Humanity Philadelphia,421580163,GOOD DAY UNCUT: Restore Habitat For Humanity - FOX 29 Philadelphia,FOX 29 Philadelphia,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1VQkIyVk55LXdNeWl1MjZOMkY3Y3oxRjJ2anJ6NUV6WEZRcFNkRE83TGlZNWZsanhxMlVJTDg0cE51SkhKdnRWQlJkU3RQV3pQUFk1WnNqUGVxcGRk0gFiQVVfeXFMTVpXS2N3ZUlwMTh5czhpQkoybEJzb29JNExZNHhMSFlFVW1JU2xhM2E1enMzQkhaQzlVY1ZWWXVteVJSaEJFT0Y0QXBOTzJKSUpIbm51MVpZdjRnS1g1N09hb2c?oc=5,2026-02-11
Habitat for Humanity Philadelphia,421580163,$20M grant to build ‘community resilience’ hub in Grays Ferry targeted for termination by DOGE - Inquirer.com,Inquirer.com,https://news.google.com/rss/articles/CBMimgFBVV95cUxOZEhEWnpUaGUxdjNTdS01Mm5leEFPZmVTX0V0RHk0bTNYb3ZFazMtUGpYeHpsNlRGRmlvb1FySnllRGVNVzNheEkxMzBURFVJaWhfYlpmV252R3FOWnJJWFFNaTA2UU5VcDRMa0dwNGg2RURZMnpKR25Nbnl5al9fOW9BV0c1eXA0enQ0bkpCZjZlRmRZVjRPY2ln?oc=5,2025-04-11
HACE,,HACE holds grand opening for renovated Dafmark Youth Wellness Center - Yahoo,Yahoo,https://news.google.com/rss/articles/CBMikgFBVV95cUxQUlBTLWpQQlI2TkJEWHhwNTVraHQyRDZmZUlMTlg2OFRnQUplemw4R0wyblBqZ0pOYjNuYk9CaUItdVFVMkFTU19CUTk3TEdLXzFlOGNEWFN5VTY2enoyUkZzOGM1QlNJVF8tc3JNZWxxTWFWeWozbWdxTzVYR0lHcFg0YjBkc3c2MFdqaHN1aHVzQQ?oc=5,2026-06-26
HACE,,Over 100 volunteers set to repair nine homes in North Philadelphia - The Philadelphia Tribune,The Philadelphia Tribune,https://news.google.com/rss/articles/CBMi8AFBVV95cUxPOXpWRlZ3Y2hXTDl0OVA2cW84dzA3YXlpeVJ5UENFMWw2ZHJpeDBVMTg4ZThtRlNwRWhoSEZXUFkxY29RRUN3Ynl0cjZRaEhuTGdFZGRDSHVkU1dyRmMxQzFYMWNHNlFkOXJEUGZac3hvOGVHT1h6ZkliQmxJQUFwZXhiSGdCcFlZSGdwTVQwRmZOem5USlljSlFOS0toTXd0UXh5cGxPQ0NoSDFiLVgxZDF0U2lmSzJwSTM3TXhqN2xvdDF5eTZGMi1teXBRMVYzWVhDZ0poRDRNa09HTVFFcXhHcnh6S09oSWtaM2F3bVQ?oc=5,2026-06-04
HACE,,"The Latino leadership gap isn’t a pipeline problem, report says - HR Dive",HR Dive,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPMFpxQmlxemdsTk00WGdCQXZ0bkItamJaWHZYOVBYR2dJZjJzeWZiWUFKXzl2UlZaVkgwVS10dndEdzEteGpwVDNiYXNJV3NFUncyeVVOYXFFZEJDSExsenlsSm9rdy1OdTVpLW0yUUptSmEwWWZ0WTRKclBjT0d2TmVmc01GQm1N?oc=5,2026-05-04
HACE,,Lace Up to Lift Up: HACE Foundation to Host 4th Annual Scholarship Gala - New Jersey Business & Industry Association,New Jersey Business & Industry Association,https://news.google.com/rss/articles/CBMikwFBVV95cUxPZnZwX3A3NzRWV1piUTl5OFlPMzZRZmU5ODdxczBJOHBmQnRfOGh1SWNfa3ZpU0E4QlJfNVVBM2ZGb2lRSm1CWGxFVm42SVUtLUU1U3dPMmNnTWlac0FJOW5YdS1kMWZrSnZXVi15WXBzbXBZYmw3T0NzV0o2SUZNb1g4ZjZ1Z21xaFhWYkxqRWVxYnM?oc=5,2026-03-16
HACE,,Girl Scouts of Eastern Pennsylvania honor four women who exemplify their mission at Take the Lead fundraiser - 6abc Philadelphia,6abc Philadelphia,https://news.google.com/rss/articles/CBMitgFBVV95cUxQLUEtY3VKNlYxeXozU2NWMjFmSjU3NVVpSzFOaEg4M0NjSlh4OVBiczNldHhKMVgwRS0wZ095czlXdjJRVUlTTVE5UmNPSlBqYnlYWkRKSExrOFpNd3FtZTdaUlhFTy00UUl1dzlLQ0FPQWoybGNSZl91Tno0VkYxVDNNcTN5dEdjZnJ4ZHdmaHlHUGEwNDBGbUJIem1BRU1uaDVGSjk4MzFtNjRta2h3NmxWZkZvd9IBuwFBVV95cUxQSmNLYVhMS1hIcFpjQW9aM1hFTWdSRFBxU2FTUVBkYjZEUTc4dWp6YjdZekZ6dlJMRUh2UFNjMGhFWWZQbTdHbmhnVnQtblpwTm5tZkVWNjJ4Yy1wTE8zSWQ3c0hHZW5INnR5dXdyOTJPS0FJVVpubDhWRW5KcmpYVERYZl9aampTdUpnMXp0aXhTMzN0Tk9HaDlHZVVSb0J5aHJEWUtLM3lnRFdXVGt4bG0tX0U5VldYWWln?oc=5,2026-03-11
HACE,,"Skip the payment hassle, file your taxes for FREE - City of Philadelphia (.gov)",City of Philadelphia (.gov),https://news.google.com/rss/articles/CBMiigFBVV95cUxNakZFMThMbGJ1ak5JWWV4R2NCTS16OGRFcjlicDFsZkRmZHNfSXNHZkZMWDNzSk5KUjVGRHByckd3ZzVDZ0hTTE5jbTVrZWZYU0ZBNnhZaWpxSF8zS2JIUDE3VUxNMlBzcWZ0NXRDMGJXSkZ5U3BOZkotOXY3YmlFTXZDYVZDUVNDb3c?oc=5,2026-03-02
HACE,,Trump threatens Cuba to ‘make a deal’ with the US before ‘it is too late’ - New York Post,New York Post,https://news.google.com/rss/articles/CBMirAFBVV95cUxOZENRdmZhX2JFdkdhV2R5NlRLTkdOeGhVVk9HRV9hZzczSnJOUTE4VW1FQUx4UDdBZDBrRUNQMHZzckkzSGRNMVlIYlpUUUZXbWJqdUZIOTJuT2VkT2VRVVBfdzlVZE1DNHFFWHlKTGg2N3I3VkdwYVF2OUpaRktCenN3WkRHNkxnOTE3VnlTWXBtRXBrLXNHRm4tdUZicXFhSldhdWlJSlVFMElI?oc=5,2026-01-11
HACE,,'A Critical Investment': City of Eureka Nabs $3.3 Million State Grant for Everding Community Center - Lost Coast Outpost,Lost Coast Outpost,https://news.google.com/rss/articles/CBMilgFBVV95cUxQQzBBdVVrRkFvTXBzTnlCSUJJZ3BFc3MteE5JdzdWaFpUT3lSS0dOOGhnNTExRUdhNldwSHUySF85TDh5NldYYl9wQ2JISTVmcHREMGlnQW5Edm82aWZ2RHRSWnVscUFscGE4ZlZnOXk0RkNGaE1YbTVXTy1LWW42RFBkelB4WUZKbkFzVk0yeG9pZVpmOXc?oc=5,2025-12-19
HELP Development Corporation,,"HELP USA, Camber Property Group & NYC Department of Social Services Open First-of-Its-Kind Intake Center for Women Entering the Homeless Shelter System - Business Wire",Business Wire,https://news.google.com/rss/articles/CBMirgJBVV95cUxPc2lhNTRBNUlZT21TRnZnQ1cxdUp3T2x4TzZ4MlprR19xVWs4U21qQ2xPZjg5MU9Ta2d1Vk1jbHVSVko0T0xWckV3RkVOaURUNnA5VVhBZjJiS3BIOUYydWwzMU9sNDRYOE80M1RQdEdKNjREUVEzMTJhQ04yMnJXSWNVcl9yWkRfV3A2bFhKcExVMndyYkR2THhfTTEyeDlaNGNKMF8xNHh6aFhtZnBqWEdMX09hVVRUakp4XzdCc2NGdTZuYzdWTFF1Mm5LWmtXSmhxZmNVTFM0c3Rmbm14YUVVTVdzc2RWNzhOUVd1UXJNaUgzSXVKUG02RmNTdXhRcl9NQVhqRUJIbFRrYWRJak96ck1rRW1INVZuUk8zM3FyYVAxTUhkcUVxYUNZQQ?oc=5,2026-03-24
Heritage CDC,232698107,PHS plants a new hub for the city’s urban forest at Awbury Arboretum - The Chestnut Hill Local,The Chestnut Hill Local,https://news.google.com/rss/articles/CBMitgFBVV95cUxOU3dlZkRIdXR6eDZ1eVR4NFliWk5tMkxQTmFvalNaUDJxbkxiV1pXR3BNdW1lMUxFUXNiU1gyUnNFZTQ3R0xqQ1RueThxMVczT3dmNGpYMDBieFhXcktOV3doQlRtUFdIU1JSRURkZ09aSXdhb0JTSWhRNG9fWGpTcUZsQl9SeUdUdHpkWGhIcldoMDdiSjRwcTd2TXhTd1l6a2hhS2NJLXRScUl2QktfcnFCbUUtQQ?oc=5,2023-09-20
Heritage CDC,232698107,Philly offering 850 free trees for residents to plant at home - WHYY,WHYY,https://news.google.com/rss/articles/CBMifkFVX3lxTE5IclByenlsTkIzb2hlT2F3RHRXcWtjY2p3RDlXMm96OHlBU2Q4emY2cDNNS19ycWZKemJ1YlA2OGgwbjVoQVBITjJPeXZlRFpPRHhaQXhtcUNHTFVNMDJLY3VoVHR1MzVaQ0FsNlhjVmZFTjBkQzJVLUJfVnFyUQ?oc=5,2022-03-26
HMC Squared Community Association,473084174,AKAs honor one founder in ceremonies in Philly - The Philadelphia Tribune,The Philadelphia Tribune,https://news.google.com/rss/articles/CBMi1gFBVV95cUxOWHhmZUgxWWE0SFpFRXdSR0FsZ0tzTTJhYjMwZ1Y0YkpzLTFTWVpVQkFqempJbkNSVm1QeTlyR1ZVOXBKUTVWdGRJVks0NWdKNDdJNHFRYlJPcS14UUM2dnA3WEsyenJ5VTVxUEJzN1NHVl9RYnNHX2FtVnpIQThOWEV2b2tDQTJfNFJXS05Vb0w3RzNPVVNna1NBZ1lGc3B5cThNQnNqSUZ2dkV4aDU5akloZlZlcnc2QVpxdjNIOTRaMXRmQnZjNUJEbWVoNVc1N2Q3Vy13?oc=5,2023-03-09
HMC Squared Community Association,473084174,Cobbs Creek Golf Course zoning exemption gets commission approval despite opposition - WHYY,WHYY,https://news.google.com/rss/articles/CBMikAFBVV95cUxPTzNyUUtyNzFRNkxsMjRCZVFIS3laOHNrTUw2UHhkY0VfUDVjMU8zTXJUOUJRN24tTGl3X2ZwUW03d2IwUWNzTlMtZHZnTHFkMHRxV0RMdjB6VEVWOXB6MUM2OVBsaUItYVZkYXlNM3Vydk1vRWkxUml2Sl9ZajE2cFpJd2t6RmIxanpCU1pRY3A?oc=5,2023-01-20
HopePHL,232017882,Lancaster Avenue Jazz & Arts Festival marks 20th season with a special tribute to John Coltrane (Sponsored post) - West Philly Local,West Philly Local,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPcXZwak56a1g1Q21UZzduZV9KbS1EY3RDQlNPX2dNdEIxaVo1aVJGdWxCckFwNlV4NmVncmowaDZXQTFMN1Zud0hsRndXOFBZM3lBaDFkRW5yaU5oSmJ3RmpqUW40MkFZczNjSzhnaVhUWE5fYVd3NUN6V2x2QW1nbzFZdkJqREdPSnBIcG1DNll4NzVGbk9yUlZfUzRMaUlhM0ZSa05IWS1NWVVuMzI5VW1qY2RoSlU0aWNpbF9Zc1JRbUhQQmNMcDdSMXFsU1UtYTlSa1FLWnlEN0FkTjkxNFdmVW9FR2s?oc=5,2026-07-08
HopePHL,232017882,Men’s Wellness Day - West Philly Local,West Philly Local,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1EZkFWU2paNS1zZXRmOFFCZ2c0SldkcVhFcDdqV3ppLWs3ai1QeHFDU2ZzaVYydFJ0REN5MTJlck5odEYtWUFKeDFqUWRKZ3RmcV94T2dWb3RVdVRoM0RSQTNsZWJMa1hE?oc=5,2026-06-13
HopePHL,232017882,West Philly apartment building will bring 40 affordable units to gentrifying section - WHYY,WHYY,https://news.google.com/rss/articles/CBMiggFBVV95cUxQcDMxZ0JQbFhic1dpZENxWkRRalJTd3o2SThiWXh1NXo0QTd2ZjRpT0RfUExadWdUT0JacDJldF81YnFOZi11OTRRT2V3VU5oR3NwRjY2VWFuQ2FIYnNfdTVPTGExam1kdkxPZVoxeG54UmppY2xyRWpBSjRiRV9TLWln?oc=5,2026-02-12
HopePHL,232017882,11 vacant properties along North 40th Street transformed into 40 new affordable housing units (updated) - West Philly Local,West Philly Local,https://news.google.com/rss/articles/CBMi0wFBVV95cUxObW92Q0FFem5KWTRoczdTN0VJazM1WmNLUXJyQW50czZRRm1qdXpOX2VhQ3FIMk5ZZkQwVzMzU2U4RExMMjJGQ0k1c1NydWd2U1Nib1NmdW43ckc0WEVINEU1NzRaYTRfQ0xoa2RqVkxYYnJZOURvaGtuVDBLTnYxdUk5MFlvVlNmZWt1eG5JRm9nN1dPNkRiV3VhYmtyU1YwaXFTV05ad0pSTTk3TzZBNGdHdTRQNERwd3JTTHpidVNaRUF1Y3p5VWN3UVRzYm5lZ0J3?oc=5,2026-02-11
HopePHL,232017882,"Check out West Philly holiday markets, fests and community celebrations (updated) - West Philly Local",West Philly Local,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPeGFRbkNBOEhMd28tSnJkSTVtR29pZTc1VFVsUllkY2Exb1Z3R1hIWG5lc2Nmel8yeGFTMVF6RnlDT2JpdHZLTUhQSmN6WmIzM3BVeXp6STM1N2FWeTd3ZFIwN2hoNGFQNndEYnNLek5JWjVESndjSl9tZXFHNk0zaGdOMld0VndkcW56RkdodHFvUVFKZW1OYUl1N0JqbEY2cGpud193QUh1OFRyZWJUWXpJaFBONW5pSURN?oc=5,2025-12-10
HopePHL,232017882,Philly Braces for Massive Housing Losses Under New Federal Rules - Governing,Governing,https://news.google.com/rss/articles/CBMinAFBVV95cUxPX3Z0aVRDTnI1TUZIVm1hcXlLaDg0R0hwTDVGdmhsMllRYkxNNWpRSk9CMnRENngxMjVWXzhSU3dtOUtfc2ZQeWdrdG84aFVOYmdHZ3pDTDk2ZXdEeHg4NS1MMTZRTHVzVmV3OUE3THFrWlpCTmZDeUcyQkpjVndfZy1zaThnSTUxNmpPYjVTYjdsbEFsSThTV01lQWQ?oc=5,2025-11-25
HopePHL,232017882,"Heritage West excavated bricks, bones and jewelry from the former Black Bottom. Now, you’re invited to come see them. - Inquirer.com",Inquirer.com,https://news.google.com/rss/articles/CBMiigFBVV95cUxOUFhJeWxPbXgwejM1RDJMR3BhdV8wam9HM29rV0pySXZodGRxZEV2a0Y0R3gyS3JvWkYyY1BIam5aZWdpSnV2R256ZC00T1czOGtBTWpxNlJTajZsMXRqNkpaVlBzOG1jOWF3YjhnZngtU1B4VVFuREZRbXNRam5UZTA3MWttS0NraWc?oc=5,2025-08-14
HopePHL,232017882,Lancaster Avenue Jazz Festival returns to Saunders Park Greene on July 19 (Sponsored post) - West Philly Local,West Philly Local,https://news.google.com/rss/articles/CBMizAFBVV95cUxQM0c3WFRFNGc0Nl8yM01KYmtfcnhjVVhDbWlMalQ0SkdkYS1NYUV3X2FxcDRmY2lTbG05YUNORUhaUHQ3cFUyaVRBT3RDZ0hteDlnR2cxXzJKZnFKV0hmcWFJeldOdDBDajZ1WDNzRGxBeHZLRTRUTjBSR0NPVHZmU21XQVlqamRLbnZLdFBCWDFKRGRtVXFBMjNnUkY3azF1SVo2dTV3cFlMTWpUNDZucXBiUm5YekNBcHR5OXAxQmprSEx1c2VWeDhfME4?oc=5,2025-07-07
Impact Services Corporation,232087348,"Charles ""Chuck"" F. Schalch Obituary Mar 14, 2024 - Donohue Funeral Home",Donohue Funeral Home,https://news.google.com/rss/articles/CBMidkFVX3lxTE9na3pEMmV3ZFExWGk0T1NrTHl0bVFfQmNsbkJLN29SWFhPSmwxTGJzYVkzenlxRmI3bVpjeWxHWlZmd1R3aXVVN2VFUGgtV2J4bGNfZTZETHVocklVQ3hab0o0VTRubWFFWUtUTmlpQXRIMXlHM3c?oc=5,2024-03-14
Impact Services Corporation,232087348,"Kensington residents receive $3.5 million for home repairs, eviction prevention - PhillyVoice",PhillyVoice,https://news.google.com/rss/articles/CBMihAFBVV95cUxPQ0gwNG50Y25RMEo2TnpUcklVOFJYcldvRC12ZWRKT0RKcHppNnp3SV9IYU42ZFlhSlZGQTViQk9oM3hmSHBJaFNsR3FKVG03UmxHdVpjMVBYZll2cnpaZEE2TDhkSzlkTFlLZEJMbm1VZVFpZVJoTDQxWTI1R2lHX0VKdTU?oc=5,2024-02-21
Impact Services Corporation,232087348,Beyond SEPTA Key: New program replaces tokens for people in need - Billy Penn at WHYY,Billy Penn at WHYY,https://news.google.com/rss/articles/CBMingFBVV95cUxQWmNfVGNkMnZ3SThBRlgzRl94TDlzc0UwVmxacnc4NDBiY21nMnlHeUFhb2hJcWl3dnFzb0kwalMxT2xWNGR1Q2pnTWwzbDFIcjgzcFdrOVZqNTY1dF8tS0lFeGFyd1VIY2FSYllhMHJaVXg2am1ad3p4N0psVkoyMW1pRVB2SVQyVmZVUm45TUxNNlJqU1dURElGY3N2dw?oc=5,2018-07-12
Impact Services Corporation,232087348,Can better urban design help Philadelphia fight the opioid crisis? - WHYY,WHYY,https://news.google.com/rss/articles/CBMilwFBVV95cUxPNjhJRkFIVnFHUjNUemFkamVHRFlxc00yblV2YTNCcHRNOFdNeUhYMHVUUm5wVFlvNVY2R19ON0F2eUdCcmtjckFieDNfcEd6dUVtUnVwUEtQOHZsSVdoOUt4czlRUVdFR2w5RjVqVlpYdXpmcmstLTMtNGU3aDJZU2VVR2JBd2xmSHE4UjJjcFpRaW9IMVhV?oc=5,2018-04-26
Impact Services Corporation,232087348,Stop talking about Kensington Avenue like it’s a wasteland - WHYY,WHYY,https://news.google.com/rss/articles/CBMijgFBVV95cUxObDV0SWxSOWZrYTFOMGplVlk0TGMyUWE4R3RCNGpmOG1QM1JYUVRDOS1EMjZ6YW4wUW9LZEpRd1lsMGpEM0RmUEtuZ2s2a1lBZ3BuZ1V3cE1maGhjVG1OQl9RemdqakdnSlJJTXhiQkJfRDNURkV6c0JNb0JSOGY4THJzRlhRNUJnR29WVXNR?oc=5,2018-04-12
Impact Services Corporation,232087348,Who’s (Un)Building Philly: Greg Trainor - Philadelphia Magazine,Philadelphia Magazine,https://news.google.com/rss/articles/CBMiigFBVV95cUxNTkkxcEgxQWM3bElvMGRvcDNWbTZaYXhBb1BNTUxWUGg2YTMzTXFuUGlIUXFjSVhJX2pUZzluQ3RabVhGcnZaY2FDMnZNcURmc1hNcThPNTgzVmItTFprQXN4bVdPRjl4d2pvSjZsb1N5RldkbGh1d1pjREItekVCZVlXSGVJQTlnVFE?oc=5,2018-04-10
Impact Services Corporation,232087348,Site Visit: Orinoka Civic House and walking tour with NKCDC - WHYY,WHYY,https://news.google.com/rss/articles/CBMijgFBVV95cUxOR0hMa29CRGtFSmp4cGlnNzB5bXl6eWprN1ZxbFQ1Qmc4WUJsSUoxX0VnMWNuY2NkT0RFZlJhRGItSU1wLTFrLWItSEx3QjY0T3Q0ME0za1BIZTFUcVdYMm5aaDV2VzUySExyS2tpQktHUUhkSzE3U2VvNFRiMzlnanZoNFphc2pUNUJBNDJB?oc=5,2017-05-05
Impact Services Corporation,232087348,How Philadelphia was able to beat veteran homelessness in two years - The Philadelphia Citizen,The Philadelphia Citizen,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9LeGt5VktiUFlFeWpXOFpnVmhacGpUQ1BPQndyMWNaT1JoQUVVc0UxLUVnQ2sxTUVFdk5BU1laQVR1eGpBR1dEb1RTQ2VmN0dDdWlfcVZGUDNJemtDUmVBdWZudmZTRjQ?oc=5,2015-12-21
Inglis Housing Corporation,232326550,Intergenerational Senior Housing to Rise in East Falls - Philadelphia Magazine,Philadelphia Magazine,https://news.google.com/rss/articles/CBMilAFBVV95cUxPeFIxai0yU0gxa2pMaFZkWVh2ZG5Pa1ZxTzFLMUxOMV91VVVxOHJUUlNLYmZvbEY2ZU1fZExteE90MGJuanFTNndCcXYyYmxSZnIxNFpCTWc2VDZ5NGxOVmdDTGg4ZHNmS2ZQZ2NxMnVEbmZCLW9TY2p1cG4tMG00Sl9USk9JZ3o3dmpUMG4wOWs4amZn?oc=5,2022-05-19
Korean Community Development Services Center,232303766,How Olney became one of Philly’s fastest-growing communities — without gentrification - WHYY,WHYY,https://news.google.com/rss/articles/CBMieEFVX3lxTE8wSzNFeWNjQTRPRU9IdjVoRGpYVVhyR09tYUNsMkhDQVJuejZUa21jUW5YNjZNRGUxUElmS3paTDF1bFB4VTViTnRmRWViWjZrR1pURWhGTnVpZWJrR3YzeUI2djZyTzMtY294UUw4VDNhUDF4WjZJOQ?oc=5,2018-03-16
Korean Community Development Services Center,232303766,"On North 5th Street In Olney, Shopkeepers Redefine “Main Street” - Hidden City Philadelphia",Hidden City Philadelphia,https://news.google.com/rss/articles/CBMinwFBVV95cUxPcVUtemVlTDExVENZU3JoYjV0bmVPRGRzZVlfaGpNTG5Xd0RidXhsajFITVRtTzhMcWR3cDhuRzY3VDhmcG5wblR2VDNaU1Rrai1rMUJwRXFUWDd5RkZsTmRkSkltM0VGV01yUDhWeHBsZ1l4dEhpY0ZpdTVfdFhzZWFrODhfYkJWdjhIX2VPQVVneHFwU09Bc0tpNng4dkE?oc=5,2015-09-09
Korean Community Development Services Center,232303766,"Olney: Named for an English poet’s home, it was transformed by industry - Billy Penn at WHYY",Billy Penn at WHYY,https://news.google.com/rss/articles/CBMipAFBVV95cUxOd2hIc0hIUjV0ZjJTd3g0QTRFSHdyb2gwMVVKb0YzbnBidy1idkgtSkVNc3ZabkZua01hc0ZfNVJ5ZWpBaVd4MUlsQXJzVzZ2QmZCMXd1Y0t6OGpCcWszdUhMNHRZN1hYLUVLVm12enZ6emhZVkNRMHI0S1NTVDE0bDQ4UUxhcVZ6NFU1SzduWU93SFBTWF9lajhqakFZN1AzMThwSA?oc=5,2015-05-27
Korean Community Development Services Center,232303766,Changing Philadelphia - Inquirer.com,Inquirer.com,https://news.google.com/rss/articles/CBMieEFVX3lxTFB1TUo4TDcwOVVrNTRXV280ZzFybFFSaWlIRmFGaER4NUNKa3VFbUVkMmw0d2JBRFdhcVBwdHlyZE1xSjB0ODJKbDJrdkhRM2RUdmZGWGdqaUFldWRLbzFQM1J0NEZDTUJTVHRNOTNnbThKajgycW00TA?oc=5,2014-10-23
Lower North Philadelphia CDC,823231994,Ring It On! One Philly: A United Celebration - City of Philadelphia (.gov),City of Philadelphia (.gov),https://news.google.com/rss/articles/CBMiggFBVV95cUxPV1VrajRfSG1tSkZMRDZVazRGZWUxSW5RR3ppakIxZ0RFU0k4SzdEQTJMbmJYamxTeDdocGM1Z0hXYmU3NkVESUY1ckhndER5YVVKSERmV2FCdmt5MWxDa1JZNTA2OEMxc1ZvRlFxU1ZDSmFndUxmYVFmS2IwLUNzVHRB?oc=5,2026-04-29
Lower North Philadelphia CDC,823231994,"City of Philadelphia kicks off ‘Ring It On!’ in Point Breeze, driving investment across 20 commercial corridors - The Philadelphia Sunday Sun",The Philadelphia Sunday Sun,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPcDdnaHNhRGRMdXM3cF9CdFB2RlREWUxIdm5YMFBUenk0Vl9EYVFKY2s5Ylc5aFNQSFNQTll2aFdqRHE0M09ySkxGTXp4T0V3RGdXVzkyWW5lemNFeHN0QXpFblVGM2pERXFqaHFGVUt0TkROaGdBTHVfeExTeWpPVC11NExnY00wODNsVnZMTHBLY2kxcnpWeVFWRkZsalA0elg3ZzNOR1FoUFZ6eWdJSjRwME00cHJZc3NhQ1o4c2RoRndjTGk2cVRJY3FmY0Fr?oc=5,2026-04-28
Lower North Philadelphia CDC,823231994,Here are the 20 neighborhood street festivals celebrating America’s 250th - Inquirer.com,Inquirer.com,https://news.google.com/rss/articles/CBMifkFVX3lxTFBBaXVxVWNsQ2hBUWZ5WkcydGhRM2V6dXRnYkY1UTRLaXRnV0VuVEhWT2xLZGVNWEpjamluaFZPNUl5X1dpbDMtMjY5V1hNSFU1d2ZKQW05NXdxV1hEcjZ1R19GcGJ2dlUxRHptMlpUd3FSa0JBeF9GbS1KUTRNUQ?oc=5,2026-04-16
Lower North Philadelphia CDC,823231994,Stop-and-go task force makes recommendations for controlling this longtime Philly headache - Inquirer.com,Inquirer.com,https://news.google.com/rss/articles/CBMilgFBVV95cUxPNEtZTUoyckhSNUMwUi1La1BRU2psLWxPVDlJRmtLeFpsSXBybklpRU51Z1pTZVU0N2NkeXQ3TGRqODl4ODBoZERVYjlSOVhjOGVjR0hha3FiLU55a1hsN0pIU3BZMFZnN3V4QXJyN096QTVlNzEzX1FUYWdUT1JmNXBobHZMSWRsNEhEN1hXN2JsZGVQSGc?oc=5,2024-10-03
