org_name,ein,title,source,url,date
Xiente,239233412,North Philly Has a New Option To Invest in a Future It Sees For Itself - Next City,Next City,https://news.google.com/rss/articles/CBMiogFBVV95cUxOVW5Cd1V2eHJ0dmYyaEdOSHNHMVI5cmRjRzdXczBubEhFRkZMYTFhTTU1ZjR1cDFuRzFKNmJwM0Z5dEZ6WTVubmFWc0xrZl9ONXdTS0JNYlRaM25WWkgyUUZuSWhSUU0wdFlkTDZQS1c1WVF5c195emExN25xVzkyR0NDWmpyQmpkenhObHNVQUNpVEJZNmZWcVZmZXE4YkdNaXc?oc=5,2026-03-31
Xiente,239233412,"Under new leadership, Women’s Community Revitalization Project is developing apartments on public land in Kensington - Inquirer.com",Inquirer.com,https://news.google.com/rss/articles/CBMivwFBVV95cUxNVHE3U1lPYUZVUVl3eWc5UVRkTDdJQWpEZmpGZ2xCUE9keXk1UjdfWDRRYjJpbndyblFLUjA3U0NGVzluUmZ2aXBGeTVIMGRrMEZHRUdhN19vdVo5VjlxaThPRE4tdFlJWGxQd05JZkNxVFBQd2FHbkJ0NGp3V2cwWVNKU09HOGNINS1uVHpPRkM1elBRblhOTlNXWEF5bDktX21Id2VHWldGQWdfT1hsVndCT3hZbXh4M0Q2cWNjWQ?oc=5,2026-02-13
Xiente,239233412,"Grids are out, brick is back, and Philadelphia architects have rediscovered the arch - Inquirer.com",Inquirer.com,https://news.google.com/rss/articles/CBMiugFBVV95cUxPTENETkMxaG9vZkdObzRTQzZVRlVENFJjSEM4aFpYcW83RUZTb3c3TUVqZVZzUUNUeVFhZDJ0eTNjaXFlaGtDVEdLUXJjV1VxWEF6NWRWS3RWUDRPSm8yQTc4VTlPVUFfTFpBNHRsVjFqOTV4dDRqS3Q5Qk9maGsyVmRXNmV2YlRMZTJTRGJGSkdqNHJHc19HenJQbXQ0MFlnLUNjODZsN3E1aFF5ZzEwWDE3YzA4S19td0E?oc=5,2025-12-19
Xiente,239233412,Affordable housing project to be built on vacant North Philly lots - PhillyVoice,PhillyVoice,https://news.google.com/rss/articles/CBMijgFBVV95cUxQeFFHeGw4NXBEd2ZnUTV0bU1Xc3FWSWdUMV9nNHRlbFgwM2xfRUtCcTdQX3RrS2ZRNFBIVUFPaDAzOFBKdXJqLWlDX3RtdXJLS1VPU1d4TTU1TkVCUzZ1Nm1OWWE3Smd4QmJoemc0S1Q0TXY0eXBvRFV1ZkpCOW96aEFLMVpKUEcxLWVMTFNB?oc=5,2025-12-01
ACHIEVEability,232215980,Hundreds of Volunteers take part in ACHIEVEability's Impact Day in West Philadelphia - 6abc Philadelphia,6abc Philadelphia,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOWEpWeVRGNnR4bXlzRUNkeHBxaUs4Z0k4Q216SWpucTNaZG94MjhXekdIUTZ4N2pLVXk0NkhUTHVNdmViaVpoa3lwSGxTMlBVYTd1VWdkWjMxdUZuXzM4T25URU5lVG5DWG1LZ2hVQ1Q3SlEzc2JJWlptLUNMMml4NjZldkFxMzlSR1VRMzlhS0ZkaU5hUk5kVXF6a3hkdDVxUjBpSE51a3ZwQdIBrwFBVV95cUxOY3ZoTWtFX1prWnpKMFBpTXA0ZVpqT0dQa3k2UFIxaGtiSy1jTmpQYUMzWllEVXhYbXNDTDRReUJYUzBiYldCMXBZdUp4ZjU1a0JhTkNrNnRoemREaGExYkNPV09COUxvdFVCRTZpRUtVSzYxbFRtSE5ZSnRJNi1yR1VuVkxYSmlkbkVIdVV5SExJUmJ4cl9FMzR0U25vUzVFQUZpVUhwRlI0NzRvRllj?oc=5,2026-04-24
ACHIEVEability,232215980,ACHIEVEability Impact Day - FOX 29 Philadelphia,FOX 29 Philadelphia,https://news.google.com/rss/articles/CBMiXEFVX3lxTE5hLVlkM0c4bnlVbW5aU0ROcTJvb090Uk1Edl9PVkw3SHdGUzBqNXNYY21ITVBYaks1THlzWnNuRTNRM05IaGR1eFlxWVlaNWo1S1JndHZCUjNMazRW0gFiQVVfeXFMTzFTTW1QRTNHQ3RhYU5uTjRLelgzckM4OHcwdnpvQkhMdFEtREVwS3oyWHJqbE9JSHg5RkUzdF9tVlFYYjNPRENCbWFsNGtDNHRlRnhOX195LXpIU1R1QUJJRVE?oc=5,2026-04-24
ACHIEVEability,232215980,Uber expands its program offering free and discounted rides to seniors to Northeast Philly - Inquirer.com,Inquirer.com,https://news.google.com/rss/articles/CBMingFBVV95cUxQMVVLbmFFUzU1cERsUDdmYWdVaDhWZ180YUlzOWY5UFBkV0dyTF9ncWowWHpfSVJpcTlVR0hQZXJVZUhRRDM5MHlCQU9mZWI5OThCcHM2d01QdldicU1NVnNtbEl6Xzg3Y3lVa3N3RXVmckJKUzRPbkpycDcxeGVORHRYcGs3aXNsUTJjZlpTVXdlWHV5LUxrNmZRSEFmUQ?oc=5,2026-03-31
ACHIEVEability,232215980,Uber program that gives free rides to seniors expands to Northeast Philly - PhillyVoice,PhillyVoice,https://news.google.com/rss/articles/CBMieEFVX3lxTE92dmVfOXltTWd1aThraWc0U253MThmUERQcU5KcUVQdERjVFFoRE1mVmlyeGN6cEt3TlFpZUxzckFMRjZRUDNsNG9ULUNlZjJyX2tqZEJULXBPVzF2VXFobUFYcWQ4X2gybEIyREhBekxRZl9EZDNibA?oc=5,2026-03-30
ACHIEVEability,232215980,"Are you satisfied living in Philadelphia right now? For many, the answer is ‘no.’ - Inquirer.com",Inquirer.com,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNLXE4emwzX25ERGJIcTZRaGlDMGxtVnVpd2IxU3RKeEpGX1JacW9hakh1UXUzV05Jd1VtNF9mSUE4Nm1jVVd3akluQTk1a2ZlVTRHZ0o4SGlZM0RLckswblExM3pXc3doRjlxbkFjZWRIYXFkYkFJRElGQXhaR2laMDRVclVtTVQ1RUo5RzVZZjJrTFBrNjNqMzlGV0NvUnNKMEFucTU0bVE?oc=5,2025-12-27
ACHIEVEability,232215980,Uber offering free rides to Philly seniors amid SEPTA cuts - WHYY,WHYY,https://news.google.com/rss/articles/CBMiY0FVX3lxTFBUU08yRlhhOWFDZEN0V2tFclFVUHFnYXFkRG1UR0NqdDFKTmdqZEZpc2toT1RLZHU3SU9DLXEzTmdjbkR5OElEak44Q29xMzJJUFBQWXhZYnB3ei1HOV9nOUZfWQ?oc=5,2025-08-29
ACHIEVEability,232215980,Seniors Will Receive Free Ubers Following SEPTA Cuts - 93.3 WMMR,93.3 WMMR,https://news.google.com/rss/articles/CBMid0FVX3lxTE9vWHNzWnRFQlhYVm9pbF9WUjBkSGxsU21oZGNnSW9hZk9scVgyZzJzUENpTlhGalVfWDVYYkN1dGJKVGdSTVB2WFVVQlJHNm9XczlNV0FMRWlPS3p2S3dNMURmY3VUMkxyNW5Qc0JZTlhBWWtzcFFJ?oc=5,2025-08-29
ACHIEVEability,232215980,West Philadelphia fabric shop owner gets boost for legacy business with new storefront - 6abc Philadelphia,6abc Philadelphia,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNdzJmUjFqeV9wMVc2OW1iWkNhYVJQVXFjTHNzTXc5Y0lBLXM1eWs0WXZmbVI0YjA5ZG1xU1BtV2lncjBmejBzWVRWNzJWZ19ia25xLWR4dE1lTnAwU0FBV25DWF9lNXJFbHJhLVd2YjNqSXZsTHhfOTdQSXFqY2NNT0FINEM3clI0UzI4UERBUXZPVFRPNnZxR3lHV2pibHBnRTJNeTVhMlJPeFNZRGYtemVvN1BERF9WczVmcE0zcnB4bHR3WmhQLVhGUlNhLVR6WHVR?oc=5,2025-08-14
Fairmount CDC,233094818,Foundation puts $5 million into anti-illegal dumping innovation - Billy Penn at WHYY,Billy Penn at WHYY,https://news.google.com/rss/articles/CBMihwFBVV95cUxQWFlWTF9kQUhSelBoMEgxVXpfc093U0YyeGtsQXVJRHZzSVlwNFZpWHFSZm1ULXNSZmR1ci1LWVZyRU1DQlFILXE3cXNlSUliNG5VeXR6Z0tkTmxaLWUzRzN5UjM5dnNKc245SEJoaGhBbTJ0X0M5QUZzUzk3RXlGNnRqY3AyUWc?oc=5,2025-06-30
Fairmount CDC,233094818,Philly’s hottest food neighborhood | Let’s Eat - Inquirer.com,Inquirer.com,https://news.google.com/rss/articles/CBMijwFBVV95cUxPejZjbE1lclRpU3NYbWxybHFpSGQxeU11aUtlS0hWWEhBVDlnUDFaX2E2U29zY3F3VXcwY19qMTZUczlmYmRyVmxNT2x4dHdndG80MlZmR29pbF9nS1FPMUliU1N4OFZGN0ZndVpNem5LdjBJZ1JJajJiRGg0aG5YdDVZbGNENGFVWkNKbzlLUQ?oc=5,2024-11-13
Fairmount CDC,233094818,A Guide to Philadelphia’s Retail Corridors: Where To Go and Who To Contact - Visit Philadelphia,Visit Philadelphia,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNMFRVaGpfeXI0M2NpWmdESWtEWGszMDlXM1JlTFhfVHFCeUx6MmRRQmFEd2puM180TDIzeV9GaXJfY1pOQU1yN1FTLV9ZT1lQaTRLVER5cWdnb1VSZ09GZEppQW1zeDA0VFktMEFwTzlFaVBUVzRqYk52d2lkYkRtVUNBMHhja2F0T0RJQzROei01OENhRVhJSC1ELWhBX244TzVvMGRCZG9pcTEwYWRyWk1xclgybnZyYWtUendyS2VlQVZBek5seA?oc=5,2023-12-13
Fairmount CDC,233094818,Check out 36 new restaurants | Let’s Eat - Inquirer.com,Inquirer.com,https://news.google.com/rss/articles/CBMijAFBVV95cUxPUElWWGhqRXBta1lobFNGaDJzM1kzRVhfZGsyX1dOc0EzeUR6Y2pWUXRrMS1ON3U4QzZ5YWZEZUNTdXNjeEtmNkFSWU8xRlNEM2piS3BSSGpwdjdsclVXQXJITzY5cHo1V3hRU1BvSHFmcjY1eXhsTjc4dEF1Q21lcE5kRXpyNWMzcHBseQ?oc=5,2023-11-08
Fairmount CDC,233094818,How many new Philly restaurants are on the way? | Let’s Eat - Inquirer.com,Inquirer.com,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPLUhhWEdIMmlxemNNbkdhdVhydU4yYzdaMVhtb01lR3dqS1NtNVlSY05EOHAtQmNMQ0xDVzVIakFtTlk3a1R0dDJoX2padXUtMXJueXVUallJTjZ1TUdPSEhsbkxZTmZGd0hnVmFvR1J3cy1sa18yQUxLU05PRlRuSUlwaE5GazhtY0p3?oc=5,2023-05-31
Fairmount CDC,233094818,Brewerytown businesses look past Girard Ave construction and ahead to Spring 2023 - 6abc Philadelphia,6abc Philadelphia,https://news.google.com/rss/articles/CBMingFBVV95cUxOZ285VnRJUklNeFBaYlhmdVRJc3l5ZnhYSWZBdVNYbVl0SDBfVV9vLWxTdWM1dEQ5TTJscUZId01tTjVuQlc5a1FEakV4SHJQUWt0WEE3U0poUkJTdVI3TWJLSkozMGtBVXA5NXFRQUxIdnJZQl80WngwanltbEdDNmh3M2tPQW5tazRlNEpxWTFHT3BCQzI3MWVGdi1iZ9IBowFBVV95cUxQa2xVX0VSX05iYzRFNGxuMnhaQW5ORGZTSnY1bzR0d25OT0FQbmZ2ajlqNHYxcnBPdzA2d3ZGMVV0Y29RaE1JQUxmRXZGMnVtTlpBTlNKMlp3MGJFUEtBMjFKaUl1a1h5Wkt1VFc1eERxT3RpbXVNZzhKa1A0cFo2T0ZQUVJ3bDI4bzV2QVlmYW0zRi05WnpmV25RQ1QtT1M0RC1Z?oc=5,2022-12-10
Fairmount CDC,233094818,"Suitor closing in on former London Grill property in Fairmount, despite push for historic designation - The Business Journals",The Business Journals,https://news.google.com/rss/articles/CBMipwFBVV95cUxPQkdUcXR5aVFzRXBrNkZmVWpGZ2UzODU1Zlg5Si1hNTYzQUtyRU1yZjJZU0lGcDd1bzl6LTU1YWtkZTJ5Rkg1ZG1pbjU2OUFBdEVnYmZkYzdVbXg2RjVTSXI3UUo1eWgwamVrUHVsaURPQ1ZZUEtYdjZRTHZNR3g3b201NGRWX2RoSGhuSGd5ZVJkaDc3M1hWaWVhand0alA5Z1ZmM2RRRQ?oc=5,2022-08-31
Fairmount CDC,233094818,"A few minutes with … Sarajane Blair, executive director of Fairmount CDC - The Business Journals",The Business Journals,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPV2hvaWxJSERsTnpBX0I3Mzl2V3UyYnNpU2NLeXVhVlE1aE1fNjRsV3JVYWlVWG53Q0N5NWo2QkpZekxsREdzXzA2cmxnM3NDNmJxZlR6QVJ1SWwzVFFnLXdlWlBfbkRyVHhuWlB2TXA5QktFMmlnNm9NVy1CUXA0UENqajdNYldZTHVmb2JvTFI4bGlCbXRQQV83T0lpa20xOG1GVjdBRk4?oc=5,2018-08-16
Francisville Neighborhood Development Corporation,571164331,From Grape Cultivation to Gentrification: Three Centuries of Change in Francisville - Hidden City Philadelphia,Hidden City Philadelphia,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNcS05d2xPYnRJN1loSjZwUE51NGJ0NGJydTFrUEs2LTVUbENqTG1nSUxUdU1PZ0VzV2pCNWp5NmVKeWFrMFdYYzZacmx1dFFjcE9XWXd5OEZqNU5oX2IzdmFfUFBDZ3hibkg4T0hyejRIb1h4ZjVseWpPWXlhSmhwT1l3dFZsdm5qUk5OblEwOGdZeVh5djRWZ2Zob2VWaE9od2lRNlFaTGNFbUc3QU9YVmhXNHJWLU9Wb29r?oc=5,2026-05-21
Francisville Neighborhood Development Corporation,571164331,On the Market: New Construction Condo in Francisville - Philadelphia Magazine,Philadelphia Magazine,https://news.google.com/rss/articles/CBMilgFBVV95cUxQSEtPU2VMVExKZ2VGd2FDRG1WTWRoRGtVcm11THAzN0paR295dGZ3T2hESEpIUEFYZWM1Q1RHcl9EYlVGRjRxWVliYW1HZ3R6bFpNZU91UEhnbXctVHQyR0RJRFFSNjNFcWR1OVZPTGZJZzFjb0RqdTNkTm5odDk3LWNCNzNrb3FGZTdnUzdMdmhXVjdva3c?oc=5,2022-05-09
Francisville Neighborhood Development Corporation,571164331,Philly sold thousands of properties for $1 each. Buyers flipped them for $54 million. - Inquirer.com,Inquirer.com,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNdUF3WXNXRy1sYkZTblJiVldkQ2JobG5UZVpsd2tGTGZoQktOR0ltZlowdC1ITzd5cUw2RUV0RHAteVVYSjRiQkF4cG5jTWxoOFp0UXg5NjQ4NklOUzBDOTg0cTNiakNPZDZES1R4T1FtZjByYXN4YTQxNjdTMVNqNlV6ejRITWZQUGxXZnE3aEF6X1d3NjRxaU1udWhyX1Z3cy1ON2tVRzA?oc=5,2020-02-19
Francisville Neighborhood Development Corporation,571164331,"It’s the Met’s first anniversary, and Madonna is coming to celebrate - Inquirer.com",Inquirer.com,https://news.google.com/rss/articles/CBMipgFBVV95cUxOUURsUVFnTFVGcTZxQy1VTVV0Y2NNWDZrNWlObUJPMGpWY1lCS0UxOXhOaHRYSlVxekZ2bFM3ak5TMUVVbXNISzVxenFIaTBwYTJ5b3VEeWJvTjNTLU1TN0JzUkZVV1ZWS2hDM1FaaEtwQXZ5VjJ5T2FPU2pvTzhpZXZyYk5PVXhMd0FYV1psSzh0Q0NXaF9JR0ZWcnNUeC1ScDFJYXNB?oc=5,2019-11-29
Francisville Neighborhood Development Corporation,571164331,Francisville is booming. The community is feuding. - WHYY,WHYY,https://news.google.com/rss/articles/CBMigAFBVV95cUxOMFdaSmU2WTRKdjlJN2s0NW5rc2R4a1Fvc3IwSGFvRGJqQW9BdjhGUnNqNTFkbGFnWmQ3aGRvd1FEQVJWTWt0SXRoSXRkeEFDbDFMV2NEVDl2c1ZGY1FJX0hIaXRUMHZVdU5mTXc4ckRyaUNWWHJkcEVXZ3doWGVrUQ?oc=5,2018-04-18
Francisville Neighborhood Development Corporation,571164331,Services Set For Archbishop Wood Grad Killed In Philly Carjacking - Patch,Patch,https://news.google.com/rss/articles/CBMiogFBVV95cUxNY3kwVVNmZk5hOXN0U2NZT1NQVVZPVndDX2FpSGZFZ2RucU93cjZjMXRqWW9wdHZWV0I2ckI3UXk1TWY5ZkxzTDd0UnQ3anpRaFc3TnUySS1ON2JUSWdlSFFfSGMwbTZYWGJERVktZmsyN0l0SHdZU1ZpS2pqSUFBVmRGclFXMDFrWC1EQVJlZ1dRQXdYOVQwRDF6b1ctM2VaMGc?oc=5,2017-09-11
Francisville Neighborhood Development Corporation,571164331,"Development proposal revived, revised for Francisville’s largest vacant property - WHYY",WHYY,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPNTd6YUthdnpUUlV2QlNvS0VZdlVkNWFHWFhzSGdOV01pS0VMeXkxdUc2a1VEQ0RDTzZSSDN4c2VlckZJWEFJWDJpaURiNW1jWk1yT3ctMDdESW9PaGxxR29XQ1pITVp3NllBaGx1LWw0WVlFQ1hsak9HVlVKZEZnMWNBTEdlMUNxcWZTdWIwY3J4Z1FPMnBLZXhjUVFXdVZXdVBjS21seDNPdw?oc=5,2017-03-27
Francisville Neighborhood Development Corporation,571164331,Best of Philly: Best Philadelphians 2016 - Philadelphia Magazine,Philadelphia Magazine,https://news.google.com/rss/articles/CBMidkFVX3lxTE5zcnBIMzhMR1Z0YUV4d2xsYnpPc1RVcXJRai1JcHA3QWNzUHA4WnY3RU1UcU1MZ0ZxQ3dQa2FMN2pmQkFVNXNJbkhzYUtfWjZxUmlyUTFDMmVGekdxX09KWDVEb0JhQmpkSEg3X2t5bWdTQkFyLWc?oc=5,2016-07-25
Manayunk Development Corporation,,"37th Annual Manayunk Arts Festival to Take Place June 27-28, 2026 | PHILADELPHIA, PA - NewJerseyStage.com",NewJerseyStage.com,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQVVp4Qm9ZaEQwR1FLV0FuNGs4RHZOSnNfNWU3dGpYMzBNVmgwMlh0RVJiNU9kTDI1Um9TdTRfd2hpODhXOHQxaXVDYkFPVmFwZEpReVNpdHU2bXhra24yTEhBTmoyeXdyTWl1NVR4RFFpV1dEcVFWYTZOeW54aUpwVEtCSm4xTmxMUFdwSkFFV0Y4WnFEZF8tb2dudkF4aVI5QUpaa1psd0t4VnRjWENmY2hVRzBRaGpO?oc=5,2026-06-14
Manayunk Development Corporation,,Manayunk PHS beer garden site eyed for 6-story apartment project - The Business Journals,The Business Journals,https://news.google.com/rss/articles/CBMipAFBVV95cUxQYUVJS2NKaTMwd2xtMVk1TnlERzJROENtTVpONGtSeXRqaVpRTHozTnAzWExnUHlRTnNoTm9qNEE0ZEt2OTVLSmJiYjRhVE1aOUs2aWlOdDNBVVdyWnhjR0xCUVM5bXI0bHAxTEFQaE9YUmU2Y2VFUFN3SnFkQWJWbGNsZF8tRm9RLVdPQTdmeHdKUG1qdmI0M1dnaHU4Z2o5Y05RVQ?oc=5,2026-05-19
Manayunk Development Corporation,,"Manayunk is merry, bright & bursting with holiday magic! - PhillyVoice",PhillyVoice,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPbFB0dzZrNWdvWGMtcGo4R3JraGxJeWVVRG84ZGNfVkJxLWNzMGxEWjhTOTNxSDJ5MkN3UFlrTjZDUnZzZ015ZnRDbU1GbzU3RUtSWTVxdW5xVndWUDVvMUJXOXBidk1RN2s3QS1pTXJNUWcyVWhpUGYxaGpPRnphT0E2UUhoVFJJVk80?oc=5,2025-12-02
Manayunk Development Corporation,,The DEI backlash comes to City Hall | Morning Newsletter - Inquirer.com,Inquirer.com,https://news.google.com/rss/articles/CBMi_gFBVV95cUxPYjhDN2xYUlBZUDdNd2dQWldvNXFBX0hIR2tCSjRiUDV0c3V3UTREWHZaYjFNbGw5YkJQbzBnR3o0X3gxSC1rUFA2bkxDNC1FUlByTWJadEp4WGVwVko2Mnk4RExVd2Y2RzFKWGoxTjctZHlfYWdTTC16ci0xTXp4V2x3MGlyelFFcDVXRlpXVzBkMS14TDBiejdGUGZaYm5mamxMcjF6UkpDU2hHckw5OXYtbnM0TFVJSk44b0REb3JqQ1BPS2lUNFcwRksySmJJTFVrVmNib01sa1BtSTNjN19zVU5JOTZ4dHZ0aFducDFzMjZmR3NSYml3a0dXUQ?oc=5,2025-11-13
Manayunk Development Corporation,,Recap: The 2025 Northwest Schuylkill River Trails Summit - Bicycle Coalition of Greater Philadelphia,Bicycle Coalition of Greater Philadelphia,https://news.google.com/rss/articles/CBMijgFBVV95cUxQdXJqNEI5TjBvRjJENFk4bmt4YzhybHU1Ul9CdEhiVFpQdDYxQjNDSkVpWl9WMEJXRFJKM2VFcWdlSFJIRm8xVGdqcklsandnV0JPYmIwcFpscGZTUi1BelowMm1wdE8xMnFIdDJvenM2TmhYNGZicWlCWmR4QUpYVmFXQTlZeXFFTWtyaG5R?oc=5,2025-10-03
Manayunk Development Corporation,,Manayunk's Restaurant Week starts today - Axios,Axios,https://news.google.com/rss/articles/CBMioAFBVV95cUxQQnNzbVR2MTIzWmdFN1dWTVBZaE4wNVhuZW8wRmNPbTYwc3pKbFgweDIzUHZVUGdNY0pmUkxWWkg4QS1tNXQ2MjVaUGdTN2hEa2tGazdvcGZELU9vVWNnV0lDaDEzN2ZEd01XTE1PZDdFc3RYeDN2UzVDbkwyR3hPa2luS3RnSXlmcGFGX1M3Q2RobFhoS2EyMi1pLXNsWWhK?oc=5,2025-09-08
Manayunk Development Corporation,,Manayunk Restaurant Week returns after a 5-year hiatus - Billy Penn at WHYY,Billy Penn at WHYY,https://news.google.com/rss/articles/CBMilAFBVV95cUxPTlJPYlFnV3lnQU1IOE1pOEVrT3dQemU2NkFMSEczbVdCS1pmeGFnVHh4eUIyQVlHQmtiYTh5OU9DbXdRQ3dhUEI0X3dzcDllNUFLdzNqOWtDTC1SdDE0Vk94bXZ3d3c2SjZJU0N2NWtFcWwyYVVUVW9nb195dnVlTEFSZnk3b1JPQ281N2M0VFZOWm1y?oc=5,2025-09-03
Manayunk Development Corporation,,"A Guide to Manayunk, Philly’s Not-So-Hidden Riverside Gem - Visit Philadelphia",Visit Philadelphia,https://news.google.com/rss/articles/CBMiekFVX3lxTE1xZ2FTMXI0QnZzSUZzVVJCdGZqVUtHZS02ejhjX2pmWloyVWlhdU9NOTZONXVKU0JSRmxYNG1qX3hfMjFRbkdOTF9WSlp4ZUREVkU1SWJhR3VVTEdaQXVNVUd3WmdmTnlmRkdEQVZBS1hNbUtHSUVybHhn?oc=5,2025-06-30
Mayfair CDC,233062736,"Tartaglione gives Mayfair CDC $50,000 to develop vacant lot - Northeast Times",Northeast Times,https://news.google.com/rss/articles/CBMinAFBVV95cUxNc2pRN3MtVnpDTHJaa0JjMXhBQjh3aE5DQzRmbWdaOXhWdTJRc3ZLZkhzdWhxTTVrMFgwX24zU3VoWDJUaHdUQ0VrcWZMVktKQnRPa3lDZWJVMlZSUGhaM05UT3g0VzRQX2RBNXlINnpScXVZTHJ0VnpOQnJ1ckZucFRtM3kxYkUtd054MlJKR0NUbk5oVzJQbTRpRDM?oc=5,2020-03-12
Mayfair CDC,233062736,How To Spot A Theater - Hidden City Philadelphia,Hidden City Philadelphia,https://news.google.com/rss/articles/CBMiakFVX3lxTE8xR2FfYUMtVnhWVkF6ZV9wY2JURnIzZFNpdW12Y2JjTWNQQnN6MW9FLXZWWVFaZXNXSzFoZTFYVXdoNDZ5NFJOU3ZJNi04d25sMmZfdFJoWWUxNm8tdFk3QU1aMEZad0dFSGc?oc=5,2013-05-14
Mayfair CDC,233062736,"Mayfair CDC, Allegheny Iron & Metal announce funding partnership - WHYY",WHYY,https://news.google.com/rss/articles/CBMilwFBVV95cUxOQWszbFdyanA3MWlQSlhsSW9qUlRVeWRxUFI4RDRpaDhpMlV3QnJPRVIyNWx6dldkeUlKWFhRUVlseElTQUx3aXdHYU13OG5tZmdFWHJYMzgxbzk2QXhjeEs5VjhsMzI4S1FqaHpxOGNNN3lWcy1BbWRyVlFTUzlUaUJSOGN0NThGZEpscDFTSWhCaWloYUFj?oc=5,2013-04-15
South of South Neighborhood Association,232555347,Philly zoning board approves proposal to replace Hoa Binh Plaza - WHYY,WHYY,https://news.google.com/rss/articles/CBMilAFBVV95cUxOS1QwM2FrQ29jbGZpclZKZnRZXy1Cck5PaE05TXprQkQtRFNsdWtRa25fSzVvVkFPc2VIdzc3d0ZUZF9tRUdPcmhOakFMdy1CRjRLVmFnT0x2ZUI2VmhhSWVmb1FVNmhabGhWMnJfanY0WV92QnJjUl9hTkxpLXRFTWc4UmM4ZUxyVkowUkVsSVIxRC14?oc=5,2025-08-28
South of South Neighborhood Association,232555347,Third time’s the charm? Developer Ori Feibush wants 275 apartments at 1601 Washington Ave. - Inquirer.com,Inquirer.com,https://news.google.com/rss/articles/CBMioAFBVV95cUxNa2V6REtVSkJHMHBxMU45NFZzRGRySEs0RUpuUDAzUHdZVHc4RjRxTEJKWmlnZGpQYUlYVW00TU5CR3ZzS2x2Q01nM05CS19nY2RGNXhEaFZJckdvdndxQUt4ZThzNnJhTHdiOHo3QXl4cU0yUC1xM19iZThEbWROTFJzMmhGYi1JQ2FZRHd2NEI2bXlBajNYclEzN2pyRHdK?oc=5,2025-07-01
South of South Neighborhood Association,232555347,"Some Graduate Hospital residents want new rules for construction. Among them: More trees, less vinyl siding - Inquirer.com",Inquirer.com,https://news.google.com/rss/articles/CBMitAFBVV95cUxNamJCUGZKVkc1TXBLVzYtNTRsdVdIVzRiWTBlREVZYkN6MHBQbms0ZVE1QmFqekFKVGRkZmNTWXFBTVVyZkU5U2N6U2RCQWNJZzNXampuMlJZSXp4bjNCV2FtTUQ0T2I4VWx0am81VEY1TUxRT1ZLS3V2MTRvTDZBSnBkdXltV3RkbFJDOXI3Q1FjLWF2UlBwZUJJY3lKTkhiTFRvOC1UZHlrOEtIemJvSFpGOUE?oc=5,2024-10-18
South of South Neighborhood Association,232555347,"Once considered ‘Main Street for Philadelphia’s Black Elite’, on Friday Christian Street was renamed Black Doctors Row - Inquirer.com",Inquirer.com,https://news.google.com/rss/articles/CBMioAFBVV95cUxQalh1STVjZE9la1VUOWZZTWpSRGY2RlVZN19GTE9oQUxiYmxLZVFWeWh1cU1Lb3d2c3JUSFNrYjdhNzBFX1pqME5valhzVlhCcFh6ZHUwSnlPbFhOXzFVQks0YzRFbUc0cG9uakNuUVpLdTFTN1hKaUR6SlZNWlcyU3hRcUxfUkFxeGFEMUxnT1ZVVHFkU0w2T3BIbTdSMWhr?oc=5,2024-06-24
South of South Neighborhood Association,232555347,Street renamed ‘Black Doctors Row' honors several prominent Black Philadelphians - NBC10 Philadelphia,NBC10 Philadelphia,https://news.google.com/rss/articles/CBMiogFBVV95cUxQYlpfVVRabnJodEd5MTVpUFFfWWRmRjZSMnU4NWJUenh0a2tQZkpXQTlvdFZ1NVpUOUdHMVVCMzZvQjk3TzNDYnZ4cGxmRTR2REZicmwzUUFoMl9qbW1hNmFzR1NiODZOZG8xallTczhBazZ1OWdDQlJtUjlySlZQdE5ONHFYR3NsQWhmMFA2ek5aT2lMQTVuR3ZSaXNET3BGZUHSAaoBQVVfeXFMTnk2dFRrRGVTeUw2REI5MmZvQ0cwaFBoYVhVNnAxa1dKTnpCSjRYYkpTMVdwbEtBUU9idUdFdkhIcWd4T1JHd2RVR19iLUZDZFlRS19rX2Y2YXh2LXpsVFhrNUhHSWpVUXByNDlXbkN0U1BOWWdJVkVNakVFVEdHRmpCc01pOG9XcUo3M3hqSkNYR1FneE1wNExOTzJxN0twNnU2YlBwcDFCSVE?oc=5,2024-06-21
