org_name,ein,year,revenue,expenses,assets_eoy,net_assets_eoy,employees,volunteers,officer_comp
East Passyunk Business Improvement District,134237027,2011,269396,225642,220699,208699,,,70000
East Passyunk Business Improvement District,134237027,2012,247784,257280,202703,199203,,,71696
East Passyunk Business Improvement District,134237027,2013,249766,278955,258514,170014,,,74263
East Passyunk Business Improvement District,134237027,2014,310903,295990,301561,184926,,,73463
East Passyunk Business Improvement District,134237027,2015,371955,336889,334530,219991,,,78780
East Passyunk Business Improvement District,134237027,2016,507476,403090,421699,324378,,,80250
East Passyunk Business Improvement District,134237027,2017,317813,367931,322133,274260,,,57464
East Passyunk Business Improvement District,134237027,2018,361806,354618,419213,322182,,,73746
East Passyunk Business Improvement District,134237027,2019,325941,296350,371015,351773,,,78659
East Passyunk Business Improvement District,134237027,2020,304029,316010,365803,339792,,,82041
East Passyunk Business Improvement District,134237027,2021,335365,360902,330324,314255,,,84095
East Passyunk Business Improvement District,134237027,2022,310839,376145,366857,248949,,,85828
East Passyunk Business Improvement District,134237027,2023,450816,425922,312173,273843,,,75192
Fishtown Kensington Area Business Improvement District,844037072,2020,692896,470640,352679,222256,,,89583
Fishtown Kensington Area Business Improvement District,844037072,2021,763974,581887,471400,404343,,,0
Fishtown Kensington Area Business Improvement District,844037072,2022,842148,833838,523350,412653,,,94027
Fishtown Kensington Area Business Improvement District,844037072,2023,883529,932675,447163,363507,,,138196
Mayfair Business Improvement District,811075227,2016,278646,98241,464826,180405,,,0
Mayfair Business Improvement District,811075227,2017,275862,146339,320078,309928,,,49372
Mayfair Business Improvement District,811075227,2018,399545,370807,373308,338666,,,80481
Mayfair Business Improvement District,811075227,2019,450674,508233,391692,281107,,,81833
Mayfair Business Improvement District,811075227,2020,413269,271410,507950,391711,,,69936
Mayfair Business Improvement District,811075227,2021,519482,266242,674155,644951,,,81000
Mayfair Business Improvement District,811075227,2022,427327,283917,802006,788361,,,90583
Mayfair Business Improvement District,811075227,2023,620824,331421,1091767,1077764,,,86000
North Broad Business Improvement District,462240607,2013,16781,0,16781,,,,
Northern Liberties Business Improvement District,823141998,2019,451452,311813,156609,139639,,,0
Northern Liberties Business Improvement District,823141998,2020,493960,412227,256418,221372,,,72797
Northern Liberties Business Improvement District,823141998,2021,562190,527724,300511,255838,,,75645
Northern Liberties Business Improvement District,823141998,2022,619709,673048,282797,202499,,,78145
Northern Liberties Business Improvement District,823141998,2023,702002,753706,202107,150794,,,86981
Port Richmond Industrial Development Enterprise,233059821,2011,58373,46227,65025,65025,,,0
Port Richmond Industrial Development Enterprise,233059821,2012,64187,46405,82807,82807,,,0
Port Richmond Industrial Development Enterprise,233059821,2013,102179,150652,34334,34334,,,0
Port Richmond Industrial Development Enterprise,233059821,2014,124343,86307,72370,72370,,,0
Port Richmond Industrial Development Enterprise,233059821,2015,78286,59166,91490,91490,,,0
Port Richmond Industrial Development Enterprise,233059821,2016,60560,55926,96124,96124,,,0
Port Richmond Industrial Development Enterprise,233059821,2017,19943,70742,45325,45325,,,0
Port Richmond Industrial Development Enterprise,233059821,2018,45097,61055,29367,29367,,,0
Port Richmond Industrial Development Enterprise,233059821,2019,88505,39866,78006,78006,,,0
Port Richmond Industrial Development Enterprise,233059821,2020,63234,37194,104046,104046,,,0
Port Richmond Industrial Development Enterprise,233059821,2021,65038,43095,125989,125989,,,0
Port Richmond Industrial Development Enterprise,233059821,2022,57307,34903,148393,,,,
Port Richmond Industrial Development Enterprise,233059821,2023,68595,39113,177876,,,,
Roxborough Development Corporation,232705347,2011,486812,450853,1295933,149360,,,99691
Roxborough Development Corporation,232705347,2012,1013396,415877,977615,746879,,,98554
Roxborough Development Corporation,232705347,2013,586450,330137,1089202,1003192,,,95972
Roxborough Development Corporation,232705347,2014,457881,311765,1195789,1149308,,,38140
Roxborough Development Corporation,232705347,2016,698102,589599,1199074,1190568,,,65000
Roxborough Development Corporation,232705347,2017,611516,587948,1249062,1214136,,,65000
Roxborough Development Corporation,232705347,2018,793153,603237,1464004,1404052,,,124824
Roxborough Development Corporation,232705347,2019,578427,577505,1528356,1404974,,,141253
Roxborough Development Corporation,232705347,2020,650877,690833,1602599,1365018,,,146719
Roxborough Development Corporation,232705347,2021,681465,677017,1620389,1369466,,,152908
Roxborough Development Corporation,232705347,2022,833065,737365,1631437,1465166,,,163242
Roxborough Development Corporation,232705347,2023,793385,801536,1627258,1457015,,,169964
Sports Complex Special Services District,232822048,2011,1216409,1264102,2299698,,,,
Sports Complex Special Services District,232822048,2012,1234919,961601,2550291,,,,
Sports Complex Special Services District,232822048,2013,1257683,1005271,2845913,,,,
Sports Complex Special Services District,232822048,2014,1280532,963349,3176198,,,,
Sports Complex Special Services District,232822048,2015,1285367,2126019,2483879,,,,
Sports Complex Special Services District,232822048,2019,1409621,1155429,2963934,,,,
Sports Complex Special Services District,232822048,2020,1410753,1185227,3220634,,,,
Sports Complex Special Services District,232822048,2021,1452746,1829752,3008805,,,,
Sports Complex Special Services District,232822048,2022,1153598,1788330,2347432,,,,
Sports Complex Special Services District,232822048,2023,2053970,1468337,2810229,,,,
University City District,232913784,2011,6440884,6326211,4385262,3805250,,,178250
University City District,232913784,2012,8330549,7251347,5271959,4712933,,,214471
University City District,232913784,2013,7639070,7969922,4860903,4271465,,,244075
University City District,232913784,2014,7741216,8124104,4526911,3804660,,,234012
University City District,232913784,2015,8280142,8101199,5114789,4599557,,,243047
University City District,232913784,2016,9520283,8626304,6204662,5330279,,,256990
University City District,232913784,2017,9595521,9598805,5910898,5243704,,,291291
University City District,232913784,2018,15009335,9665372,11334727,10429583,,,301276
University City District,232913784,2019,9347238,10982219,10333294,9446897,,,328118
University City District,232913784,2020,11153462,11087179,10734233,9329906,,,306580
University City District,232913784,2021,9712200,10994161,9386670,8163034,,,322659
University City District,232913784,2022,12962976,11454845,12660526,9213636,,,370097
University City District,232913784,2023,10336701,11421327,11356465,8010791,,,387057
